fre,eng,prob
observe,the,2.6766938603425344e-265
observe,silence,4.7394895940562145e-148
observe,rose,0.24999965709197938
observe,minutes,4.7394895940562145e-148
observe,house,0.2500010287240617
observe,observed,0.24999965709197938
observe,and,0.24999965709197938
observe,a,3.3373883454090485e-211
cette,course,1.1862973936347232e-173
cette,subject,1.1862973936347232e-173
cette,for,5.1946231187012116e-163
cette,please,5.1946231187012116e-163
cette,days,1.1862973936347232e-173
cette,during,1.1862973936347232e-173
cette,minutes,2.286131410070908e-206
cette,debate,1.1862973936347232e-173
cette,of,7.854711073590098e-262
cette,part-session,1.1862973936347232e-173
cette,a,4.237489067526817e-298
cette,this,1.0
cette,silence,2.286131410070908e-206
cette,rise,5.1946231187012116e-163
cette,have,4.353799354221993e-180
cette,requested,1.1862973936347232e-173
cette,in,3.931957958298075e-263
cette,you,6.802938182638029e-216
cette,the,9.13784848852272e-188
cette,next,1.1862973936347232e-173
cette,few,1.1862973936347232e-173
cette,on,4.794465877164459e-179
cette,then,5.1946231187012116e-163
null,gladly,0.0
null,type,0.0
null,like,0.0
null,accordance,0.0
null,just,0.0
null,inadmissibility,0.0
null,we,0.0
null,course,0.0
null,would,0.0
null,subject,0.0
null,for,0.0
null,agrees,0.0
null,relative,0.0
null,please,0.0
null,days,0.0
null,during,0.0
null,that,6.327926312242573e-132
null,entirely,0.0
null,minutes,6.630867709015224e-285
null,stability,0.0
null,an,0.0
null,i,1.2905312175189567e-87
null,about,0.0
null,if,0.0
null,debate,0.0
null,feel,0.0
null,principle,0.0
null,concerning,0.0
null,be,0.0
null,thank,0.0
null,should,0.0
null,mr,2.4400956797220587e-92
null,of,2.95471484096259e-38
null,with,0.0
null,president,0.0
null,order,0.0
null,as,0.0
null,segni,0.0
null,always,0.0
null,madam,0.0
null,part-session,0.0
null,yes,0.0
null,appropriate,0.0
null,so,0.0
null,is,0.0
null,done,0.0
null,principles,0.0
null,a,1.200915281664912e-149
null,and,0.0
null,your,0.0
null,evans,2.0505429988681385e-261
null,this,6.688254775652707e-107
null,silence,6.630867709015224e-285
null,advice,0.0
null,rise,0.0
null,it,0.0
null,have,3.526971150504368e-98
null,requested,0.0
null,in,7.431007143684925e-240
null,point,0.0
null,has,0.0
null,you,1.2418349118233081e-110
null,the,1.0
