french,fertility,prob
accord,0,0.43895921788836556
accord,4,3.822714482716104e-5
accord,2,0.04895931165387166
accord,3,0.0023718865117401677
accord,1,0.5096713568011955
ont,0,0.763456776353551
ont,4,3.8038919454125146e-5
ont,2,0.019335625273739467
ont,3,0.0011637545008632677
ont,1,0.2160058049523921
action,0,0.4296139553341576
action,2,0.04723911679609122
action,3,0.0011001225728233324
action,1,0.5220468052969279
enfin,0,0.30048480008608786
enfin,4,0.004046175006325678
enfin,2,0.07507340615889858
enfin,3,0.029161484255105882
enfin,5,0.00011305956546592845
enfin,1,0.5911210749281162
quatre,0,0.5738017200952038
quatre,4,0.0002887808215430262
quatre,2,0.09470161775761586
quatre,3,0.009327504781922536
quatre,1,0.32188037654371476
null,0,0.9374166488432549
null,4,0.0012428134889682307
null,7,7.762143036991752e-7
null,2,0.005223390829551016
null,3,0.0016044890569338114
null,5,0.0012715853980088993
null,6,0.00012323659629333506
null,1,0.05311705957268604
palestinien,0,0.5031714333652864
palestinien,4,0.0005790254151504643
palestinien,2,0.13040203566396869
palestinien,3,0.016609116231890275
palestinien,1,0.3492383893237042
dépenses,0,0.8055003107449122
dépenses,4,0.00010526335091940681
dépenses,2,0.027149971652491223
dépenses,3,0.0035643474207239893
dépenses,1,0.16368010683095313
responsabilité,0,0.5923640657908372
responsabilité,4,0.0001391760384119412
responsabilité,2,0.04606871880660732
responsabilité,3,0.0037648642352191646
responsabilité,1,0.35766317512892437
dotera,0,0.48904850831473606
dotera,2,0.04075550771111413
dotera,3,0.0008436713230691715
dotera,1,0.4693523126510806
solvabilité,0,0.32251947434757666
solvabilité,4,0.12230020015200013
solvabilité,2,0.11960000108232155
solvabilité,3,0.12752263037234066
solvabilité,5,0.0031533315067433032
solvabilité,1,0.30490436253901765
dimitrakopoulos,0,0.2365744466406166
dimitrakopoulos,4,0.00010653649130934126
dimitrakopoulos,2,0.0577815779365375
dimitrakopoulos,3,0.0036363241342963217
dimitrakopoulos,1,0.7019011147972403
peijs,0,0.1588744371719607
peijs,4,0.0009313697472478214
peijs,2,0.3259809724220779
peijs,3,0.036007891953123095
peijs,1,0.47820532870559046
jusqu,0,0.16454798595018785
jusqu,4,0.0031418119398967915
jusqu,2,0.35638623239586126
jusqu,3,0.07059842059508104
jusqu,1,0.40532554911897306
propositions,0,0.5843398870590627
propositions,4,0.004365356197142913
propositions,2,0.0863861067860031
propositions,3,0.028697065212068863
propositions,5,0.0003150780165612364
propositions,6,6.039453185988393e-6
propositions,1,0.29589046727597507
concrète,0,0.19705223599373248
concrète,4,0.0009420963933058699
concrète,2,0.5043014720979065
concrète,3,0.04217288464012749
concrète,1,0.25553131087492753
financements,0,0.3885237480306903
financements,4,0.07401379875068353
financements,2,0.15076258368285814
financements,3,0.14029945979470013
financements,5,0.001973512166035106
financements,1,0.24442689757503291
vis-à-vis,0,0.12913821358243088
vis-à-vis,4,0.2158555643101082
vis-à-vis,2,0.17805334863284647
vis-à-vis,3,0.2717808913787749
vis-à-vis,5,0.005649346801561983
vis-à-vis,1,0.19952263529427744
abandons,0,0.21940652426608842
abandons,4,0.17663732485788255
abandons,2,0.2348204890067589
abandons,3,0.14187971844227287
abandons,5,0.08329480369202953
abandons,6,0.0017282691113087141
abandons,1,0.14223287062365902
plan,0,0.7565926256873698
plan,2,0.019165452685399056
plan,3,0.00044405688960120007
plan,1,0.22379786473762997
acteurs,0,0.5143843923927174
acteurs,4,2.6342315059890564e-5
acteurs,2,0.04124146322337169
acteurs,3,0.001635302964381133
acteurs,1,0.4427124991044699
a-,0,0.5997247925861349
a-,2,0.07125848823478208
a-,3,0.006401045798718428
a-,1,0.3226156733803646
il,0,0.6069087066479913
il,4,0.0045321635721037885
il,7,8.02332784110603e-5
il,2,0.05373447348226707
il,3,0.009168954044763252
il,5,0.008139869737445172
il,6,0.004399067630176597
il,1,0.3130365316068417
dimportance,0,0.7929631908554851
dimportance,2,0.01948874580138544
dimportance,3,0.0006654987683878763
dimportance,1,0.18688256457474164
insultante,0,0.7453128526872858
insultante,2,0.028345213589093782
insultante,3,0.000882379585207857
insultante,1,0.22545955413841262
qui,0,0.8871611360869732
qui,4,0.0002375366149320842
qui,2,0.012981146159371201
qui,3,0.003281692616880746
qui,5,4.272579588717485e-6
qui,1,0.09633421594225416
poettering,0,0.5233717518339621
poettering,2,0.11916855062392566
poettering,3,0.015345640962710499
