fre,eng,prob
ont,brake,0.008360665526155296
ont,amendments,0.015459125238020488
ont,structural,0.008203379799213803
ont,to,0.01655875801926783
ont,funds,0.4026374216603712
ont,the,0.3936642985109035
ont,which,0.010547370717943335
ont,we,0.010712543415685505
ont,proposed,0.01148716834586205
ont,therefore,0.015861109948223734
ont,a,0.008360416364524269
ont,accept,0.010397119333303471
ont,helped,0.008360674286452012
ont,this,0.011612559529274064
ont,four,0.011479892282209754
ont,have,0.02025099944974986
ont,been,0.010689187870994626
ont,well,0.008159311585928832
ont,apply,0.008837325590990628
ont,process,0.008360672524887595
prochaine,coming,0.7977778035786528
prochaine,this,0.0224432486729693
prochaine,is,0.02118871755904267
prochaine,the,0.04485559643306156
prochaine,first,0.023122927985607066
prochaine,commandment,0.021492596374973603
prochaine,commissioner,0.023243462195856483
prochaine,period,0.023127775504266312
prochaine,for,0.02274787169556665
contre,now,0.07555657712599874
contre,speaking,0.08111417052701692
contre,against,0.0811133731583278
contre,shall,0.07530904115682667
contre,we,0.07596784940278799
contre,this,0.07822264558040659
contre,wurtz,0.07929844872407062
contre,request,0.08248179085069816
contre,hear,0.0825165012514387
contre,mr,0.2884196022224269
conséquences,do,0.042896392074973345
conséquences,inspire,0.29604686093137805
conséquences,the,0.03787463937654438
conséquences,not,0.0350226837704912
conséquences,consequences,0.29604686093137866
conséquences,hope,0.2921125629152385
enfin,should,0.021658403605843278
enfin,for,0.021625119516539112
enfin,once,0.7922862277608024
enfin,issue,0.01993691490956517
enfin,all,0.021577084897564276
enfin,the,0.0417371422161479
enfin,commission,0.01979298870871067
enfin,therefore,0.02154351939445197
enfin,and,0.02008851697224501
enfin,address,0.019754082018123453
quatre,amendments,0.029559338871736913
quatre,accept,0.7902929720325401
quatre,the,0.022073037395905225
quatre,four,0.022169599782290213
quatre,we,0.02061664942698873
quatre,proposed,0.02218413842176021
quatre,have,0.021883742557544078
quatre,therefore,0.030344567710526196
quatre,been,0.02057738270029351
quatre,which,0.0202985711004116
null,essential,0.00046401872154528664
null,competitiveness,0.0008474125098362502
null,carried,0.0007827504026083129
null,focus,0.00042217847361871136
null,vote,0.007447603960400881
null,gives,0.0014689015448896526
null,make,0.0020282257645675146
null,matched,0.0005093841868523815
null,member,0.0011059476905399966
null,poettering,0.006417538885592164
null,support,0.001218828831213498
null,contribution,0.001599657697292248
null,political,0.0009803899995675146
null,fuster,0.001077834599899945
null,and,0.006429676476756365
null,address,0.0005746844798844377
null,correct,0.0005584193429187555
null,actually,0.0011263569676555297
null,these,0.002582915861307872
null,least,0.0005678504164473705
null,gdp,0.0011787683343354783
null,us,0.0008449553345305359
