fre,eng,prob
ont,brake,3.1769321305289096e-218
ont,amendments,5.482367159635259e-262
ont,structural,9.714967407355047e-234
ont,to,1.5165585515904872e-159
ont,funds,1.0
ont,the,1.4417342835206335e-82
ont,which,0.0
ont,we,0.0
ont,proposed,2.4376169093455527e-91
ont,therefore,2.2849708519888623e-104
ont,a,8.908116392675139e-194
ont,accept,7.281232069787949e-75
ont,helped,3.1769321305289096e-218
ont,this,1.0626099014355922e-162
ont,four,0.0
ont,have,1.44490772438467e-59
ont,been,0.0
ont,well,3.8160896220626453e-172
ont,apply,1.163682423507e-312
ont,process,3.1769321305289096e-218
prochaine,coming,1.0
prochaine,this,2.767770147227804e-254
prochaine,is,5.790545007961958e-116
prochaine,the,0.0
prochaine,first,0.0
prochaine,commandment,7.122249155892963e-183
prochaine,commissioner,8.872355881241991e-103
prochaine,period,1.1201172805303946e-40
prochaine,for,0.0
contre,now,1.0
contre,speaking,1.4792599118693558e-31
contre,against,0.0
contre,shall,4.867105051639908e-142
contre,we,2.5396617006771233e-114
contre,this,2.927454288925452e-33
contre,wurtz,0.0
contre,request,1.5741485784815466e-80
contre,hear,1.3547785855319384e-231
contre,mr,0.0
conséquences,do,5.736439654470781e-181
conséquences,inspire,0.4999997112536995
conséquences,the,1.4135728440401762e-245
conséquences,not,3.154173093511788e-207
conséquences,consequences,0.4999997112536995
conséquences,hope,5.774926008698084e-7
enfin,once,1.0
enfin,all,0.0
enfin,and,4.015126534687692e-128
enfin,issue,0.0
enfin,address,4.354345413170691e-228
enfin,the,0.0
enfin,commission,2.6529514857402225e-112
enfin,therefore,2.6607255445969493e-203
enfin,should,0.0
enfin,for,1.454393e-317
quatre,amendments,3.089007434315034e-210
quatre,accept,7.013835746940493e-18
quatre,the,4.7431887526912586e-76
quatre,four,2.6943789751049704e-260
quatre,we,0.0
quatre,proposed,4.35729842213624e-36
quatre,have,2.3768847903077547e-109
quatre,therefore,1.0277411145127142e-42
quatre,been,0.0
quatre,which,1.0
null,essential,0.0
null,competitiveness,0.0
null,carried,0.0
null,focus,0.0
null,vote,0.0
