fre,eng,prob
une,madam,3.6247045090660176e-5
une,a,0.9836166061368308
une,and,1.684322164766472e-8
une,silence,8.983906157460016e-11
une,minutes,8.983906157460016e-11
une,point,0.005426237500256818
une,the,4.0165061916978697e-10
une,observed,1.684322164766472e-8
une,of,3.2119318017831255e-5
une,president,3.6247045090660176e-5
une,rose,1.684322164766472e-8
une,on,0.005426237500256818
une,order,0.005426237500256818
une,house,1.684320591939083e-8
na,madam,0.0024206945482993514
na,has,0.12427841858448284
na,met,0.12441145604555978
na,president,0.0024206945482993514
na,not,0.12441145604555978
na,personal,0.12441145604555978
na,my,0.12441145604555978
na,request,0.12441145604555978
na,but,0.12441145604555978
na,been,0.12441145604555978
sagit,of,0.15691413828160358
sagit,the,0.017100861602362818
sagit,is,0.1651970000232067
sagit,case,0.1651970000232067
sagit,it,0.1651970000232067
sagit,alexander,0.1651970000232067
sagit,nikitin,0.1651970000232067
observe,the,0.005910509265042749
observe,silence,0.001322031089848655
observe,rose,0.24785724918703017
observe,minutes,0.001322031089848655
observe,house,0.2478570177368492
observe,observed,0.24785724918703017
observe,and,0.24785724918703017
observe,a,1.6663257320195702e-5
cette,please,0.18360982382523733
cette,this,0.18360982382523733
cette,silence,0.04097544043690663
cette,rise,0.18360982382523733
cette,minutes,0.04097544043690663
cette,then,0.18360982382523733
cette,for,0.18360982382523733
du,of,0.15691413828160358
du,the,0.017100861602362818
du,is,0.1651970000232067
du,case,0.1651970000232067
du,it,0.1651970000232067
du,alexander,0.1651970000232067
du,nikitin,0.1651970000232067
null,agrees,7.644962039703488e-16
null,thank,3.5447143868274176e-14
null,session,6.362853973212138e-15
null,of,0.0436340309522049
null,as,7.644962039703488e-16
null,madam,3.082622565046626e-6
null,resumption,6.362853973212138e-15
null,is,3.663082809981605e-16
null,request,3.8124636585877296e-17
null,and,4.6067145451253646e-14
null,silence,6.898545686899624e-10
null,rise,1.086027433372744e-18
null,point,1.4841060540934935e-8
null,has,1.1973212581303982e-8
null,you,3.5447143868274176e-14
null,observed,4.6067145451253646e-14
null,do,1.7217543590153357e-7
null,shall,1.7217543590153357e-7
null,on,1.4841060540934935e-8
null,suggested,7.644962039703488e-16
null,personal,3.8124636585877296e-17
null,then,1.086027433372744e-18
null,gladly,3.5447143868274176e-14
null,not,3.8124636585877296e-17
null,nikitin,3.663082809981605e-16
null,my,3.8124636585877296e-17
null,but,3.8124636585877296e-17
null,for,1.086027433372744e-18
null,please,1.086027433372744e-18
null,minutes,6.898545686899624e-10
null,alexander,3.663082809981605e-16
null,been,3.8124636585877296e-17
null,i,1.7217543590153357e-7
null,case,3.663082809981605e-16
null,if,7.644962039703488e-16
null,mr,1.7217543590153357e-7
null,president,3.082622565046626e-6
null,order,1.4841060540934935e-8
null,segni,3.5447143868274176e-14
null,met,3.8124636585877296e-17
null,so,3.5447143868274176e-14
null,a,2.6902459761583867e-6
null,evans,7.644962039703488e-16
null,this,1.086027433372744e-18
null,it,3.663082809981605e-16
null,the,0.9563559173502187
null,rose,4.6067145451253646e-14
null,house,4.496282896287303e-7
minute,a,2.244417724902477e-9
minute,and,3.338454136735417e-5
minute,for,7.870365619653817e-10
minute,please,7.870365619653817e-10
minute,this,7.870365619653817e-10
minute,silence,0.49993282979207393
minute,rise,7.870365619653817e-10
minute,minutes,0.49993282979207393
minute,the,7.961019567035322e-7
minute,observed,3.338454136735417e-5
minute,rose,3.338454136735417e-5
minute,house,3.338451019272373e-5
minute,then,7.870365619653817e-10
suggéré,agrees,0.11016419946909915
suggéré,evans,0.11016419946909915
suggéré,i,0.05454377779815578
suggéré,has,0.11003116296906341
suggéré,the,0.0108086175930369
suggéré,if,0.11016419946909915
suggéré,mr,0.05454377779815578
suggéré,do,0.05454377779815578
suggéré,shall,0.05454377779815578
suggéré,as,0.11016419946909915
suggéré,house,0.11016411089978069
suggéré,suggested,0.11016419946909915
est,agrees,0.11016419946909915
est,evans,0.11016419946909915
est,i,0.05454377779815578
est,has,0.11003116296906341
est,the,0.0108086175930369
est,if,0.11016419946909915
est,mr,0.05454377779815578
est,do,0.05454377779815578
est,shall,0.05454377779815578
est,as,0.11016419946909915
est,house,0.11016411089978069
est,suggested,0.11016419946909915
session,of,0.0005462452041777741
session,resumption,0.4843612407585007
session,the,0.030731273278820893
session,session,0.4843612407585007
monsieur,gladly,0.15115282921809028
monsieur,do,0.06105896347738716
monsieur,mr,0.06105896347738716
monsieur,you,0.15115282921809028
monsieur,so,0.15115282921809028
monsieur,shall,0.06105896347738716
monsieur,segni,0.15115282921809028
monsieur,thank,0.15115282921809028
monsieur,i,0.06105896347738716
merci,gladly,0.15115282921809028
merci,do,0.06105896347738716
merci,mr,0.06105896347738716
merci,you,0.15115282921809028
merci,so,0.15115282921809028
merci,shall,0.06105896347738716
merci,segni,0.15115282921809028
merci,thank,0.15115282921809028
merci,i,0.06105896347738716
il,of,0.15691413828160358
il,the,0.017100861602362818
il,is,0.1651970000232067
il,case,0.1651970000232067
il,it,0.1651970000232067
il,alexander,0.1651970000232067
il,nikitin,0.1651970000232067
cas,of,0.15691413828160358
cas,the,0.017100861602362818
cas,is,0.1651970000232067
cas,case,0.1651970000232067
cas,it,0.1651970000232067
cas,alexander,0.1651970000232067
cas,nikitin,0.1651970000232067
madame,madam,0.496404839764753
madame,met,6.139335489882008e-12
madame,not,6.139335489882008e-12
madame,request,6.139335489882008e-12
madame,my,6.139335489882008e-12
madame,a,6.459730653799822e-6
madame,but,6.139335489882008e-12
madame,been,6.139335489882008e-12
madame,point,0.0023899047399759668
madame,has,6.1327704866882905e-12
madame,of,1.4146470804489725e-5
madame,president,0.496404839764753
madame,on,0.0023899047399759668
madame,order,0.0023899047399759668
madame,personal,6.139335489882008e-12
que,madam,0.0024206945482993514
que,has,0.12427841858448284
que,met,0.12441145604555978
que,president,0.0024206945482993514
que,not,0.12441145604555978
que,personal,0.12441145604555978
que,my,0.12441145604555978
que,request,0.12441145604555978
que,but,0.12441145604555978
que,been,0.12441145604555978
vous,please,0.18360982382523736
vous,this,0.18360982382523736
vous,silence,0.040975440436906665
vous,rise,0.18360982382523736
vous,minutes,0.040975440436906665
vous,then,0.18360982382523736
vous,for,0.18360982382523736
motion,point,0.33090864396130404
motion,madam,0.0022104562393346987
motion,of,0.00195873475308432
motion,president,0.0022104562393346987
motion,on,0.33090864396130404
motion,order,0.33090864396130404
motion,a,0.0008944208843343532
silence,a,2.244417724902477e-9
silence,and,3.338454136735417e-5
silence,for,7.870365619653817e-10
silence,please,7.870365619653817e-10
silence,this,7.870365619653817e-10
silence,silence,0.49993282979207393
silence,rise,7.870365619653817e-10
silence,minutes,0.49993282979207393
silence,the,7.961019567035322e-7
silence,observed,3.338454136735417e-5
silence,rose,3.338454136735417e-5
silence,house,3.338451019272373e-5
silence,then,7.870365619653817e-10
été,madam,0.0024206945482993514
été,has,0.12427841858448284
été,met,0.12441145604555978
été,president,0.0024206945482993514
été,not,0.12441145604555978
été,personal,0.12441145604555978
été,my,0.12441145604555978
été,request,0.12441145604555978
été,but,0.12441145604555978
été,been,0.12441145604555978
procédure,point,0.33090864396130404
procédure,madam,0.0022104562393346987
procédure,of,0.00195873475308432
procédure,president,0.0022104562393346987
procédure,on,0.33090864396130404
procédure,order,0.33090864396130404
procédure,a,0.0008944208843343532
ce,madam,0.0024206945482993514
ce,has,0.12427841858448284
ce,met,0.12441145604555978
ce,president,0.0024206945482993514
ce,not,0.12441145604555978
ce,personal,0.12441145604555978
ce,my,0.12441145604555978
ce,request,0.12441145604555978
ce,but,0.12441145604555978
ce,been,0.12441145604555978
dalexandre,of,0.15691413828160358
dalexandre,the,0.017100861602362818
dalexandre,is,0.1651970000232067
dalexandre,case,0.1651970000232067
dalexandre,it,0.1651970000232067
dalexandre,alexander,0.1651970000232067
dalexandre,nikitin,0.1651970000232067
à,please,0.18360982382523733
à,this,0.18360982382523733
à,silence,0.04097544043690663
à,rise,0.18360982382523733
à,minutes,0.04097544043690663
à,then,0.18360982382523733
à,for,0.18360982382523733
volontiers,gladly,0.15115282921809028
volontiers,do,0.06105896347738716
volontiers,mr,0.06105896347738716
volontiers,you,0.15115282921809028
volontiers,so,0.15115282921809028
volontiers,shall,0.06105896347738716
volontiers,segni,0.15115282921809028
volontiers,thank,0.15115282921809028
volontiers,i,0.06105896347738716
pas,madam,0.0024206945482993514
pas,has,0.12427841858448284
pas,met,0.12441145604555978
pas,president,0.0024206945482993514
