fre,eng,prob
observe,the,5.779507205517628e-9
observe,silence,0.00015502567046060683
observe,rose,0.24992061683071481
observe,minutes,0.00015502567046060683
observe,house,0.24992055832322732
observe,observed,0.24992061683071481
observe,and,0.24992061683071481
observe,a,7.534064199720922e-6
cette,course,6.888366116246894e-5
cette,subject,6.888366116246894e-5
cette,for,0.00023061278338253627
cette,please,0.00023061278338253627
cette,days,6.888366116246894e-5
cette,during,6.888366116246894e-5
cette,minutes,8.663850459194704e-6
cette,debate,6.888366116246894e-5
cette,of,4.955078933208619e-10
cette,part-session,6.888366116246894e-5
cette,a,4.5937493307466644e-5
cette,this,0.9982391082363838
cette,silence,8.663850459194704e-6
cette,rise,0.00023061278338253627
cette,have,7.539746821740556e-6
cette,requested,6.888366116246894e-5
cette,in,6.307000963387434e-5
cette,you,1.051096283711318e-5
cette,the,5.628534113971584e-6
cette,next,6.888366116246894e-5
cette,few,6.888366116246894e-5
cette,on,6.847273648295896e-5
cette,then,0.00023061278338253627
null,initiative,4.637550852312498e-16
null,type,4.637550852312498e-16
null,like,1.636978833503416e-17
null,accordance,2.0513478516203745e-16
null,just,4.637550852312498e-16
null,inadmissibility,1.636978833503416e-17
null,we,2.0513478516203745e-16
null,course,2.4877666805339765e-17
null,would,4.848910013848547e-9
null,subject,2.4877666805339765e-17
null,for,8.328692013787125e-17
null,agrees,4.565742411095518e-17
null,relative,6.254544679534589e-17
null,please,8.328692013787125e-17
null,days,2.4877666805339765e-17
null,during,2.4877666805339765e-17
null,that,3.81137439963776e-9
null,entirely,4.637550852312498e-16
null,minutes,5.199975021522142e-10
null,stability,6.254544679534589e-17
null,an,4.637550852312498e-16
null,i,0.011835671760893646
null,about,1.636978833503416e-17
null,if,4.565742411095518e-17
null,debate,2.4877666805339765e-17
null,feel,4.637550852312498e-16
null,principle,6.254544679534589e-17
null,concerning,1.636978833503416e-17
null,be,4.612064308500372e-10
null,thank,2.5875774432678897e-14
null,should,6.254544679534589e-17
null,mr,0.00026900397443909384
null,of,0.12721691889114103
null,with,2.0513478516203745e-16
null,president,4.472060565685062e-11
null,order,4.472060565685062e-11
null,as,4.565742411095518e-17
null,segni,2.5875774432678897e-14
null,always,2.0513478516203745e-16
null,madam,4.472060565685062e-11
null,part-session,2.4877666805339765e-17
null,yes,4.637550852312498e-16
null,appropriate,4.637550852312498e-16
null,so,2.5875774432678897e-14
null,is,2.0513478516203745e-16
null,done,6.254544679534589e-17
null,principles,2.0513478516203745e-16
null,a,0.0016965046813712764
null,and,2.887580251330541e-14
null,your,1.636978833503416e-17
null,evans,5.808071120386701e-9
null,this,0.004254165056047044
null,silence,5.199975021522142e-10
null,advice,1.636978833503416e-17
null,rise,8.328692013787125e-17
null,it,6.254544679534589e-17
null,have,4.631245796139269e-8
null,requested,2.4877666805339765e-17
null,in,4.580634696333222e-9
null,point,4.472060565685062e-11
null,has,4.565742411095518e-17
null,you,9.29930114586251e-5
null,the,0.8546281662470796
null,next,2.4877666805339765e-17
