fre,eng,prob
une,madam,3.4018936819054382e-9
une,decisions,5.596112261790912e-13
une,a,0.995715387156039
une,and,1.3122321165613598e-11
une,this,1.6506777344281804e-15
une,silence,2.574213416062569e-15
une,minutes,2.574213416062569e-15
une,adopted,5.596112261790912e-13
une,have,5.596112151377897e-13
une,also,5.596112261790912e-13
une,been,5.596112231752826e-13
une,point,2.495416512434135e-7
une,the,4.120735508450731e-20
une,against,2.8415150461840232e-15
une,tax,5.596112261790912e-13
une,observed,1.326397840723693e-11
une,of,0.004283860734926702
une,kind,5.596112261790912e-13
une,president,2.5345423867346913e-11
une,rose,1.326397840723693e-11
une,on,2.495416512434135e-7
une,order,2.495416512434135e-7
une,house,1.3263978407065916e-11
na,madam,0.004271025677343307
na,has,0.14992697277692732
na,met,0.14992769903744943
na,president,5.371870750311171e-5
na,not,0.049381865181761464
na,personal,0.14992769903744943
na,my,0.14992769903744943
na,request,0.13509540713813933
na,but,0.14992769903744943
na,been,0.06156021436852772
rejette,parliament,0.49962075186923033
rejette,the,4.60838938193591e-12
rejette,president,8.80976423106451e-11
rejette,request,0.0007584961688333612
rejette,rejected,0.49962075186923033
sagit,of,0.07266741236366878
sagit,the,1.2832541391327541e-5
sagit,is,0.01752163902399543
sagit,case,0.22744952925690848
sagit,it,0.22744952830021906
sagit,alexander,0.22744952925690848
sagit,nikitin,0.22744952925690848
contre,now,0.18771282738447234
contre,speaking,0.18771282738447234
contre,against,0.011896762247520598
contre,shall,0.10387093559714604
contre,we,0.002420762260657266
contre,this,1.2822528575235005e-8
contre,wurtz,0.18771282738447234
contre,request,0.053920326798232
contre,hear,0.18771282738447234
contre,mr,0.07703989073602606
observe,the,7.786741918601024e-10
observe,silence,4.8643586741182856e-5
observe,rose,0.25064257693617875
observe,minutes,4.8643586741182856e-5
observe,house,0.25064257693294734
observe,observed,0.25064257693617875
observe,and,0.24796575291008038
observe,a,9.228332458205014e-6
cette,now,0.028868774400426997
cette,speaking,0.028868774400426997
cette,we,0.00037229442736401436
cette,request,0.008292527322851568
cette,for,0.0006223899097278726
cette,please,0.0006223899097278726
cette,this,0.8435316215446107
cette,silence,9.329518817168581e-5
cette,rise,0.0006223899097278726
cette,minutes,9.329518817168581e-5
cette,wurtz,0.028868774400426997
cette,hear,0.028868774400426997
cette,against,0.0018296296007291335
cette,mr,0.011848136627000995
cette,shall,0.015974542860480813
cette,then,0.0006223899097278726
du,is,0.2923101653354516
du,nikitin,6.324056869469205e-8
du,that,0.0001664326453817177
du,this,8.408418135828371e-5
du,it,6.324056842869199e-8
du,alexander,6.324056869469205e-8
du,taken,0.0001664326453817177
du,off,0.0001664326453817177
du,the,0.612019833845048
du,case,6.324056869469205e-8
du,pse,5.1880915727182435e-5
du,requesting,0.0001664326453817177
du,applause,5.1880915727182435e-5
du,agenda,0.0001664326453817177
du,group,0.09409853956102848
du,be,0.0001664326453783024
du,of,2.02046075824557e-8
du,item,0.0001664326453817177
du,from,5.1880915727182435e-5
du,ppe-de,0.0001664326453817177
elle,a,0.05500156733313185
elle,examined,0.12686403048959366
elle,i,0.0027397489048915677
elle,light,0.12686403048959366
elle,it,0.12686402994282808
elle,hope,0.12686403048959366
elle,will,0.12686403048959366
elle,be,0.12686403048778283
elle,in,0.054210470883397484
elle,positive,0.12686403048959366
cela,check,0.1427785930350351
cela,all,0.1427785930350351
cela,berenguer,0.1427785930350351
cela,this,0.14276981539539454
cela,shall,0.1424015113742583
cela,we,0.0017502669971927725
cela,fuster,0.1427785930350351
cela,mr,0.14196403409301406
null,we,1.2469341676457047e-11
null,agrees,2.4612168433228055e-21
null,that,2.6722156649138286e-18
null,risk,1.9198504696388977e-21
null,will,1.201697498114021e-21
null,also,2.882573509636845e-20
null,fact,1.9198504696388977e-21
null,against,2.6188154003142604e-15
null,thank,1.0385048778561487e-12
null,session,5.495291157651585e-22
null,future,1.9198504696388977e-21
null,of,0.22857258150434315
null,irresponsible,2.778446077062927e-22
null,as,1.2786369224252623e-15
null,to,6.548767243945237e-10
null,positive,1.201697498114021e-21
null,monday,2.3145131227229245e-21
null,member,2.778446077062927e-22
null,madam,5.074249764921821e-12
null,resumption,5.495291157651585e-22
null,examined,1.201697498114021e-21
null,volatile,3.6416418961229653e-22
null,there,5.717024296114817e-14
null,is,0.010688973285320426
null,poettering,2.1815210544927976e-19
null,request,3.247612318224806e-10
null,fuster,1.1148275220859774e-21
null,and,3.261021095622547e-12
null,extremely,3.6416418961229653e-22
null,silence,6.545752980046968e-16
null,rise,3.142258378949049e-24
null,have,7.981096880209988e-9
null,in,4.754797479683692e-14
null,rejected,6.721462349705693e-19
null,taken,2.6722156649138286e-18
null,happening,1.3824951867598337e-21
null,point,1.285396217543171e-14
null,amendments,2.3145131227229245e-21
null,has,2.2136878246528138e-14
null,you,1.0385048778561487e-12
null,light,1.201697498114021e-21
null,observed,6.832313399099003e-19
null,group,1.5108309483622194e-15
null,do,1.040238816672269e-8
null,kind,2.882573509636845e-20
null,shall,5.816260303252619e-6
null,on,1.285396217543171e-14
null,suggested,2.4612168433228055e-21
null,personal,3.7064947302451466e-23
null,then,3.142258378949049e-24
null,gladly,1.2515354300204376e-19
null,eu,2.778446077062927e-22
null,speaking,1.4574970903592248e-22
null,not,4.390402884172894e-15
null,nikitin,1.0153803536345082e-21
null,my,3.7064947302451466e-23
null,hope,1.201697498114021e-21
null,but,3.7064947302451466e-23
null,states,2.778446077062927e-22
null,for,3.142258378949049e-24
null,military,1.9198504696388977e-21
null,please,3.142258378949049e-24
null,minutes,6.545752980046968e-16
null,alexander,1.0153803536345082e-21
null,wurtz,1.4574970903592248e-22
null,been,2.09595921926639e-9
null,coup,1.9198504696388977e-21
null,i,1.0373159707277311e-10
null,off,2.6722156649138286e-18
null,case,1.0153803536345082e-21
null,if,2.4612168433228055e-21
null,pse,8.329916008862519e-19
null,requesting,2.6722156649138286e-18
null,applause,8.329916008862519e-19
null,said,3.6416418961229653e-22
null,refuse,2.778446077062927e-22
null,be,5.146291542198456e-12
null,mr,0.002588609878199966
null,berenguer,1.1148275220859774e-21
null,president,2.712334020243849e-11
null,order,1.285396217543171e-14
null,item,2.6722156649138286e-18
null,segni,1.2515354300204376e-19
null,no,2.3145131227229245e-21
null,now,1.4574970903592248e-22
null,decisions,2.882573509636845e-20
null,met,3.7064947302451466e-23
null,relating,1.4318692924783332e-14
null,so,1.2515354300204376e-19
null,embargo,2.778446077062927e-22
null,what,1.3824951867598337e-21
null,people,3.6416418961229653e-22
null,a,0.00861941289711967
null,parliament,6.721462349705693e-19
null,evans,2.4612168433228055e-21
null,this,3.3385043319874184e-5
null,adopted,2.882573509636845e-20
null,it,1.851431833775498e-9
null,hear,1.4574970903592248e-22
null,check,1.1148275220859774e-21
null,the,0.7494911976584439
null,tax,2.882573509636845e-20
null,agenda,2.6722156649138286e-18
null,tuesday,2.3145131227229245e-21
null,proposed,2.3145131227229245e-21
null,wednesday,1.5001447883109563e-23
null,all,1.1148275220859774e-21
null,renew,2.778446077062927e-22
null,situation,3.6416418961229653e-22
null,rose,6.832313399099003e-19
null,house,3.3613036378182782e-12
null,know,1.3824951867598337e-21
null,from,8.329916008862519e-19
null,ppe-de,2.6722156649138286e-18
cher,check,0.1427785930350351
cher,all,0.1427785930350351
cher,berenguer,0.1427785930350351
cher,this,0.14276981539539454
cher,shall,0.1424015113742583
cher,we,0.0017502669971927725
cher,fuster,0.1427785930350351
cher,mr,0.14196403409301406
lembargo,member,0.10628448303246475
lembargo,eu,0.10628448303246475
lembargo,is,0.040990137920830595
lembargo,embargo,0.10628448303246475
lembargo,states,0.10628448303246475
lembargo,it,0.10628448260714297
lembargo,the,2.2143190029712128e-5
lembargo,refuse,0.10628448303246475
lembargo,renew,0.10628448303246475
lembargo,of,0.002505422042662016
lembargo,irresponsible,0.10628448303246475
lembargo,to,0.10620643301208146
et,amendments,0.1079396184526086
et,no,0.1079396184526086
et,have,0.107939616520999
et,relating,0.10793961845260298
et,tuesday,0.1079396184526086
et,been,0.030526256234498634
et,to,0.10777572655945393
et,proposed,0.1079396184526086
et,and,0.10612068996940237
et,monday,0.1079396184526086
applaudissements,the,4.724829009664984e-8
applaudissements,pse,0.33333078952074924
applaudissements,applause,0.33333078952074924
applaudissements,from,0.33333078952074924
applaudissements,group,7.584189462263845e-6
présent,now,0.18771282738447234
présent,speaking,0.18771282738447234
présent,against,0.011896762247520598
présent,shall,0.10387093559714604
présent,we,0.002420762260657266
présent,this,1.2822528575235005e-8
présent,wurtz,0.18771282738447234
présent,request,0.053920326798232
présent,hear,0.18771282738447234
présent,mr,0.07703989073602606
collègue,check,0.1427785930350351
collègue,all,0.1427785930350351
collègue,berenguer,0.1427785930350351
collègue,this,0.14276981539539454
collègue,shall,0.1424015113742583
collègue,we,0.0017502669971927725
collègue,fuster,0.1427785930350351
collègue,mr,0.14196403409301406
preuve,member,0.10628448303246475
preuve,eu,0.10628448303246475
preuve,is,0.040990137920830595
preuve,embargo,0.10628448303246475
preuve,states,0.10628448303246475
preuve,it,0.10628448260714297
preuve,the,2.2143190029712128e-5
preuve,refuse,0.10628448303246475
preuve,renew,0.10628448303246475
preuve,of,0.002505422042662016
preuve,irresponsible,0.10628448303246475
preuve,to,0.10620643301208146
minute,a,1.9175349589654178e-8
minute,and,0.0005152425987953037
minute,for,2.3952399088779856e-9
minute,please,2.3952399088779856e-9
minute,this,2.63857463334653e-13
minute,silence,0.49896115725242646
minute,rise,2.3952399088779856e-9
minute,minutes,0.49896115725242646
minute,the,1.6179900228977222e-12
minute,observed,0.000520804712722483
minute,rose,0.000520804712722483
minute,house,0.0005208047127157683
minute,then,2.3952399088779856e-9
y,there,0.1466201509504167
y,is,0.00011942574471594507
y,a,0.05765065143001442
y,military,0.14670520453593813
y,risk,0.14670520453593813
y,in,0.06207565210855667
y,coup,0.14670520453593813
y,fact,0.14670520453593813
y,the,3.171319655946984e-6
y,future,0.14670520453593813
y,of,4.9257669497631485e-6
suggéré,agrees,0.14805442695912016
suggéré,evans,0.14805442695912016
suggéré,i,0.0017385047368271777
suggéré,has,0.14805357987591275
suggéré,the,3.0661215009343793e-7
suggéré,if,0.14805442695912016
suggéré,mr,0.03266743570479142
suggéré,do,0.060898110754306095
suggéré,shall,0.014310674447339048
suggéré,as,0.002059253074528558
suggéré,house,0.14805442695766433
suggéré,suggested,0.14805442695912016
est,volatile,2.84741778835414e-7
est,there,2.8458734832597544e-7
est,is,1.1517812950853401e-7
est,people,2.84741778835414e-7
est,agrees,1.9244376082489855e-6
est,evans,1.9244376082489855e-6
est,extremely,2.84741778835414e-7
est,have,2.8474177418400364e-7
est,i,2.259739182667606e-8
est,has,1.9244265977117465e-6
est,the,0.00021239424423801095
est,if,1.9244376082489855e-6
est,said,2.84741778835414e-7
est,mr,4.2461710282202236e-7
est,do,7.915644065088158e-7
est,shall,1.8601267568629502e-7
est,situation,2.84741778835414e-7
est,as,0.9997725261333996
est,house,1.9244376082300645e-6
est,suggested,1.9244376082489855e-6
vérifier,check,0.1427785930350351
vérifier,all,0.1427785930350351
vérifier,berenguer,0.1427785930350351
vérifier,this,0.14276981539539454
vérifier,shall,0.1424015113742583
vérifier,we,0.0017502669971927725
vérifier,fuster,0.1427785930350351
vérifier,mr,0.14196403409301406
dit,volatile,0.13454476233803742
dit,there,0.1344717916054842
dit,extremely,0.13454476233803742
dit,the,1.1750343247700088e-6
dit,situation,0.13454476233803742
dit,is,0.05442339415257616
dit,as,0.003835067377251327
dit,have,0.13454476014017633
dit,people,0.13454476233803742
dit,said,0.13454476233803742
se,do,0.224735151394869
se,is,0.05199938081390765
se,we,0.000648011386969004
se,not,0.04841198747845666
se,know,0.2247351563085992
se,what,0.2247351563085992
se,happening,0.2247351563085992
esprit,a,0.05500156733313185
esprit,examined,0.12686403048959366
esprit,i,0.0027397489048915677
esprit,light,0.12686403048959366
esprit,it,0.12686402994282808
esprit,hope,0.12686403048959366
esprit,will,0.12686403048959366
esprit,be,0.12686403048778283
esprit,in,0.054210470883397484
esprit,positive,0.12686403048959366
session,of,0.01136809957845266
session,resumption,0.49365828744937557
session,the,0.0013153255227961894
session,session,0.49365828744937557
monsieur,i,2.787875392029292e-11
monsieur,do,1.2539312514978875e-8
monsieur,poettering,7.25268643509606e-8
monsieur,gladly,4.160855572609515e-8
monsieur,you,0.3452614048760379
monsieur,so,4.160855572609515e-8
monsieur,shall,2.118826982898141e-8
monsieur,segni,4.160855572609515e-8
monsieur,thank,0.3452614048760379
monsieur,mr,0.3094769591399319
lont,volatile,0.13454476233803742
lont,there,0.1344717916054842
lont,extremely,0.13454476233803742
lont,the,1.1750343247700088e-6
lont,situation,0.13454476233803742
lont,is,0.05442339415257616
lont,as,0.003835067377251327
lont,have,0.13454476014017633
lont,people,0.13454476233803742
lont,said,0.13454476233803742
des,decisions,0.12982867296895229
des,a,0.0001914103359356567
des,this,0.0003829538968033914
des,adopted,0.12982867296895229
des,have,0.1298286704073926
des,also,0.12982867296895229
des,been,0.12982867227207456
des,against,0.0006592257453200567
des,tax,0.12982867296895229
des,of,0.08996570249771216
des,kind,0.12982867296895229
merci,i,2.787875392029292e-11
merci,do,1.2539312514978875e-8
merci,poettering,7.25268643509606e-8
merci,gladly,4.160855572609515e-8
merci,you,0.3452614048760379
merci,so,4.160855572609515e-8
merci,shall,2.118826982898141e-8
merci,segni,4.160855572609515e-8
merci,thank,0.3452614048760379
merci,mr,0.3094769591399319
il,there,1.424517758669408e-6
il,is,0.6270902537314912
il,nikitin,7.538432984285226e-7
il,a,5.601165748948653e-7
il,military,1.4253441139979812e-6
il,risk,1.4253441139979812e-6
il,it,7.538432952577353e-7
il,alexander,7.538432984285226e-7
il,in,6.031085647942571e-7
il,coup,1.4253441139979812e-6
il,fact,1.4253441139979812e-6
il,the,0.00256314549717623
il,case,7.538432984285226e-7
il,future,1.4253441139979812e-6
il,of,0.37033387093467396
dirresponsabilité,member,0.10628448303246475
dirresponsabilité,eu,0.10628448303246475
dirresponsabilité,is,0.040990137920830595
dirresponsabilité,embargo,0.10628448303246475
dirresponsabilité,states,0.10628448303246475
dirresponsabilité,it,0.10628448260714297
dirresponsabilité,the,2.2143190029712128e-5
dirresponsabilité,refuse,0.10628448303246475
dirresponsabilité,renew,0.10628448303246475
dirresponsabilité,of,0.002505422042662016
dirresponsabilité,irresponsible,0.10628448303246475
dirresponsabilité,to,0.10620643301208146
modifications,amendments,0.1079396184526086
modifications,no,0.1079396184526086
modifications,have,0.107939616520999
modifications,relating,0.10793961845260298
modifications,tuesday,0.1079396184526086
modifications,been,0.030526256234498634
modifications,to,0.10777572655945393
modifications,proposed,0.1079396184526086
modifications,and,0.10612068996940237
modifications,monday,0.1079396184526086
qui,now,5.1768953349215425e-8
qui,decisions,1.0238635434208267e-5
qui,relating,5.32837602742619e-9
qui,speaking,5.1768953349215425e-8
qui,is,1.1361939491322248e-7
qui,we,0.06701046436506677
qui,not,1.0578088888276891e-7
qui,request,1.4870581416765927e-8
qui,what,4.910495485877437e-7
qui,a,1.509512962866988e-8
qui,this,0.0027291898212824495
qui,adopted,1.0238635434208267e-5
qui,wurtz,5.1768953349215425e-8
qui,have,1.0238635232196842e-5
qui,also,1.0238635434208267e-5
qui,been,1.0238635379250645e-5
qui,hear,5.1768953349215425e-8
qui,happening,4.910495485877437e-7
qui,against,0.930179093912713
qui,tax,1.0238635434208267e-5
qui,wednesday,5.328376027426429e-9
qui,mr,2.1246680714969098e-8
qui,do,4.910495378511726e-7
qui,of,7.094935258845307e-6
qui,kind,1.0238635434208267e-5
qui,shall,2.8646362074416387e-8
qui,know,4.910495485877437e-7
qui,to,5.328109741871654e-9
risque,there,0.1466201509504167
risque,is,0.00011942574471594507
risque,a,0.05765065143001442
risque,military,0.14670520453593813
risque,risk,0.14670520453593813
risque,in,0.06207565210855667
risque,coup,0.14670520453593813
risque,fact,0.14670520453593813
risque,the,3.171319655946984e-6
risque,future,0.14670520453593813
risque,of,4.9257669497631485e-6
poettering,poettering,0.7500441054368968
poettering,you,0.0618241074757028
poettering,thank,0.0618241074757028
poettering,mr,0.1263076796116977
cas,of,0.07266741236366878
cas,the,1.2832541391327541e-5
cas,is,0.01752163902399543
cas,case,0.22744952925690848
cas,it,0.22744952830021906
cas,alexander,0.22744952925690848
cas,nikitin,0.22744952925690848
explosive,volatile,0.13454476233803742
explosive,there,0.1344717916054842
explosive,extremely,0.13454476233803742
explosive,the,1.1750343247700088e-6
explosive,situation,0.13454476233803742
explosive,is,0.05442339415257616
explosive,as,0.003835067377251327
explosive,have,0.13454476014017633
explosive,people,0.13454476233803742
explosive,said,0.13454476233803742
réalité,there,0.1466201509504167
réalité,is,0.00011942574471594507
réalité,a,0.05765065143001442
réalité,military,0.14670520453593813
