french,fertility,prob
accord,0,0.4334771106504715
accord,4,0.0002016617574106099
accord,2,0.09934816003038983
accord,3,0.008017976870448015
accord,1,0.45895509069128
ont,0,0.8430185852827088
ont,2,0.00925054884407942
ont,3,0.00017105633869669802
ont,1,0.14755980953451486
action,0,0.44338511396051433
action,2,0.04269302649040871
action,3,0.0009032628209642578
action,1,0.5130185967281127
enfin,0,0.3210345880178744
enfin,4,0.023319162501927188
enfin,2,0.16409610474890457
enfin,3,0.09683516731537713
enfin,5,0.001461737382499408
enfin,6,3.1441374595799434e-5
enfin,1,0.39322179865882145
quatre,0,0.5516632870708866
quatre,4,0.0027177191544813296
quatre,2,0.16155374843637696
quatre,3,0.03226545786932581
quatre,5,7.083802755661694e-5
quatre,1,0.25172894944137253
null,2,0.06146402105381222
null,0,0.6737227629286083
null,7,0.0010274213851182064
null,9,0.00010446695814481047
null,10,1.5220523287257684e-6
null,8,0.0010405985741351255
null,6,0.0013065139257216268
null,4,0.005850335745802698
null,3,0.015553401677094502
null,5,0.0028442712303754516
null,1,0.23708468446885833
palestinien,0,0.5197497908049695
palestinien,4,0.00045883975630896647
palestinien,2,0.11759858114312945
palestinien,3,0.014032760741791692
palestinien,1,0.3481600275538004
dépenses,0,0.833087439794821
dépenses,2,0.011675253390027892
dépenses,3,0.00027250020081342184
dépenses,1,0.15496480661433765
responsabilité,0,0.5245562962095547
responsabilité,4,0.00016151745824517268
responsabilité,2,0.06719490388262968
responsabilité,3,0.005543382133585918
responsabilité,1,0.4025439003159846
dotera,0,0.4895911630191314
dotera,2,0.0409269690290368
dotera,3,0.0008455842505561874
dotera,1,0.46863628370127564
solvabilité,0,0.32632081077854974
solvabilité,4,0.0899442094905628
solvabilité,2,0.12662204742159058
solvabilité,3,0.12585174613904598
solvabilité,5,0.009310223086068183
solvabilité,6,0.00021139056735515742
solvabilité,1,0.3217395725168274
dimitrakopoulos,0,0.1090790001379131
dimitrakopoulos,2,0.06985691194705572
dimitrakopoulos,3,0.001727912016774035
dimitrakopoulos,1,0.8193361758982571
peijs,0,0.1664252824295535
peijs,4,0.0009904412818382891
peijs,2,0.3190864311980691
peijs,3,0.03637538245926797
peijs,1,0.4771224626312711
jusqu,0,0.3204064175414304
jusqu,4,0.0010845647131244843
jusqu,2,0.19485354566004465
jusqu,3,0.02709205486169505
jusqu,1,0.4565634172237055
propositions,0,0.5755520573940518
propositions,4,0.0026936440076150005
propositions,2,0.10778739967854815
propositions,3,0.03010613698261422
propositions,5,6.328283494822853e-5
propositions,1,0.2837974791022226
concrète,0,0.1976908071845508
concrète,4,0.0009802279068363516
concrète,2,0.5177102603444054
concrète,3,0.04404008629810778
concrète,1,0.23957861826609977
financements,0,0.3921183913509108
financements,4,0.052523013417843586
financements,2,0.16424385726334145
financements,3,0.12346755400727355
financements,5,0.004862408352199148
financements,6,0.00010381248357257473
financements,1,0.2626809631248587
vis-à-vis,0,0.26901252371047296
vis-à-vis,2,0.052335643664769185
vis-à-vis,3,0.0011555420602390291
vis-à-vis,1,0.6774962905645189
abandons,0,0.22123306271419352
abandons,4,0.16305242102244014
abandons,7,0.00012276820413707165
abandons,2,0.24296667261932783
abandons,3,0.1643419667361162
abandons,5,0.05526188985066856
abandons,6,0.005531102361418529
abandons,1,0.14749011649169821
plan,0,0.7585718168810738
plan,2,0.01852771002434169
plan,3,0.0004173442310363071
plan,1,0.22248312886354832
acteurs,0,0.5073662798549884
acteurs,2,0.042945914206625184
acteurs,3,0.0009411425654178617
acteurs,1,0.44874666337296865
a-,0,0.6287052792264096
a-,2,0.07360557364734707
a-,3,0.007052865137122693
a-,1,0.2906362819891206
il,0,0.3133503079095561
il,4,0.032603926035731694
il,7,0.0004058504017861898
il,2,0.1869801665363913
il,3,0.08729145187168871
il,5,0.014491108688990924
il,8,6.7977147013537845e-6
il,6,0.005424750675874778
il,1,0.35944564016527886
dimportance,0,0.8003552008542677
dimportance,2,0.01856376998072276
dimportance,3,0.0006288326093420151
dimportance,1,0.18045219655566758
insultante,0,0.5756622526923639
insultante,4,0.0004989721125341852
insultante,2,0.15674101796268702
insultante,3,0.01757079202271845
insultante,1,0.24952696520969647
qui,0,0.8364683503142947
qui,4,7.877247301551393e-6
qui,2,0.011747375758238612
qui,3,0.0004743333059167357
qui,1,0.15130206337424845
poettering,0,0.48589958018734714
poettering,4,0.0016311016372184423
poettering,2,0.14610035231101154
poettering,3,0.029504703200513294
poettering,1,0.33686426266390956
lunion,0,0.7879958811165707
lunion,2,0.01759475546340759
lunion,3,0.0004971699270423921
lunion,1,0.1939121934929793
concernées,0,0.7225787718416788
concernées,2,0.024849273229275853
concernées,3,0.0006459500013631727
concernées,1,0.2519260049276821
loctroi,0,0.20129763381433782
loctroi,2,0.057143373066083476
loctroi,3,0.0012769079316817338
loctroi,1,0.740282085187897
accorder,0,0.0484041979630369
accorder,4,0.0008383681305705567
accorder,2,0.4725218607155101
accorder,3,0.03938266934015512
accorder,1,0.4388529038507272
pris,0,0.34819853985626414
pris,4,0.0003812239464469404
pris,2,0.18764720116496467
pris,3,0.015778241834780354
pris,1,0.447994793197544
culture,0,0.5209601949555009
culture,2,0.04331079978297035
culture,3,0.0011293666778976327
culture,1,0.43459963858363104
pensait,0,0.05685967900674991
pensait,4,0.0010038243610023963
pensait,2,0.38697504972754104
pensait,3,0.04116580138221578
pensait,1,0.513995645522491
limiterons,0,0.31702549907848365
limiterons,2,0.05925944965158225
limiterons,3,0.0014884103163501645
limiterons,1,0.6222266409535839
aboutisse,0,0.4826442934415968
aboutisse,4,0.013526856240128936
aboutisse,2,0.15853933114190838
aboutisse,3,0.08863861149587332
aboutisse,5,0.0004936808846762448
aboutisse,1,0.2561572267958162
fondamentale,0,0.7054994038768069
fondamentale,2,0.03129868816905177
fondamentale,3,0.001179005218238576
fondamentale,1,0.26202290273590284
nationaux,0,0.5459853297892269
nationaux,4,0.002986179909795311
nationaux,2,0.08475751374338457
nationaux,3,0.03024431972023745
nationaux,5,7.266595529251969e-5
nationaux,1,0.3359539908820632
aspect,0,0.20046527929944302
aspect,4,0.08824727824363263
aspect,7,0.002358899532725028
aspect,2,0.22913894633538429
aspect,3,0.1136852142434771
aspect,5,0.055793664731316105
aspect,8,4.8157269345456705e-5
aspect,6,0.025422281604654286
aspect,1,0.284840278740022
changement,0,0.7408967215259675
changement,2,0.02187235045940913
changement,3,0.0005297180028277878
changement,1,0.23670121001179553
von,0,0.20026245312921395
von,4,0.023685119309391805
von,2,0.28426726654732315
von,3,0.22700415115895356
von,5,0.0005873882732574891
von,1,0.26419362158186005
détails,0,0.6707389876881232
détails,2,0.029847231383338106
détails,3,0.0008107808348927367
détails,1,0.29860300009364593
indonésie,0,0.9265276956630175
indonésie,2,0.0016648660159432334
indonésie,1,0.07180743832103927
manière,0,0.6020670706856287
manière,4,0.0002886705248372573
manière,2,0.10076355611944955
manière,3,0.01048992633343597
manière,1,0.28639077633664844
arafat,0,0.6939469808572006
arafat,2,0.027942357103802242
arafat,3,0.000743648405138342
arafat,1,0.2773670136338588
formule,0,0.3195393101004217
formule,4,0.1176218528137477
formule,7,0.00015977633088342606
formule,2,0.150069964883413
formule,3,0.12264175317369028
formule,5,0.05251311391633591
formule,6,0.006231273252875981
formule,1,0.23122295552863206
continuer,0,0.7472824711053543
continuer,2,0.027357223216187596
continuer,3,0.0013522650439484708
continuer,1,0.22400804063450966
cohésion,0,0.31190738947511426
cohésion,4,0.059321824341133686
cohésion,2,0.21464261632451623
cohésion,3,0.16388083478014867
cohésion,5,0.007488474869946524
cohésion,6,0.00017347879864054903
cohésion,1,0.24258538141050018
déplorer,0,0.4738024718696919
déplorer,2,0.04339073701604318
déplorer,3,0.0009432618091001753
déplorer,1,0.48186352930516474
nexiste,0,0.3166109253065769
nexiste,2,0.06410256410256174
nexiste,3,0.0027870680044592266
nexiste,1,0.6164994425864021
jaborderai,0,0.2090737869523071
jaborderai,2,0.05913103218038426
jaborderai,3,0.0012876355047878628
jaborderai,1,0.7305075453625207
à,0,0.8320326181200484
à,4,1.1877203918776079e-5
à,2,0.015800368671580925
à,3,0.0007466348928230398
à,1,0.15140850111162893
publique,0,0.8146910557382789
publique,4,0.00016937844267586973
publique,2,0.04198807503747277
publique,3,0.005132250611038365
publique,1,0.13801924017053405
justifier,0,0.16942202075425816
justifier,4,0.013190239702180487
justifier,2,0.37086743427198343
justifier,3,0.1381536778739467
justifier,5,0.000339155626011726
justifier,1,0.30802747177161965
apparemment,0,0.5293179290376909
apparemment,2,0.04598257061205947
apparemment,3,0.001212422432850725
apparemment,1,0.4234870779173989
possible,0,0.6621068829178167
possible,4,0.00016091454494338706
possible,2,0.07913806824214063
possible,3,0.007475024538266585
possible,1,0.25111910975683266
achats,0,0.6769243246665047
achats,2,0.03106182813254266
achats,3,0.0008864029214347607
achats,1,0.291127444279518
fraga,0,0.5177409930291962
fraga,4,0.0017022543538278017
fraga,2,0.1449360937898556
fraga,3,0.030023047909294796
fraga,1,0.3055976109178256
suivantes,0,0.5536742144307132
suivantes,4,0.010538078154584045
suivantes,2,0.13380143212086792
suivantes,3,0.07171544249980692
suivantes,5,0.00037028682671775637
suivantes,1,0.22990054596731024
assurer,0,0.7098417312705558
assurer,2,0.026955266930480205
assurer,3,0.0007234994207822149
assurer,1,0.2624795023781817
parfois,0,0.19790959872226396
parfois,4,0.0007654801464556278
parfois,2,0.3024993074859468
parfois,3,0.03032163035600219
parfois,1,0.4685039832893315
solutions,0,0.6729137221411421
solutions,2,0.04787299034626666
solutions,3,0.003026492726506003
solutions,1,0.2761867947860852
envoyer,0,0.5332650230142578
envoyer,4,0.0018465106200048792
envoyer,2,0.18214476253074027
envoyer,3,0.03731880150922501
envoyer,1,0.24542490232577216
portugaise,0,0.4997509018401099
portugaise,4,0.0002925320401645649
portugaise,2,0.19872149808804895
portugaise,3,0.015214233065213375
portugaise,1,0.2860208349664632
paix,0,0.6883564823509023
paix,4,8.722962978190442e-5
paix,2,0.04573407855414936
paix,3,0.003545945407459139
paix,1,0.26227626405770726
accords,0,0.1524475773478027
accords,4,0.0008143401185871169
accords,2,0.4403581356240624
accords,3,0.036793085270047536
accords,1,0.3695868616395003
pensions,0,0.5376674204319181
pensions,2,0.06277158714020943
pensions,3,0.002318204432628093
pensions,1,0.3972427879952443
précis,0,0.3915220187309902
précis,4,0.009402800831528042
précis,2,0.20831077298491552
précis,3,0.08118523213786877
précis,5,0.0002852302756043146
précis,1,0.3092939450390931
soutiendrons,0,0.14762861306644826
soutiendrons,4,0.031914833758161246
soutiendrons,2,0.3341210760563469
soutiendrons,3,0.28851077238183315
soutiendrons,5,0.0008158763919133937
soutiendrons,1,0.1970088283452971
sous,0,0.5822313428456741
sous,2,0.04734280906477434
sous,3,0.0015842523136952004
sous,1,0.3688415957758562
financier,0,0.7332326306920437
financier,4,0.00014500188065332784
financier,2,0.04164938560631342
financier,3,0.004087855082402157
financier,1,0.2208851267385873
déficiente,0,0.2675897298023851
déficiente,4,0.009369538916526955
déficiente,2,0.24406506250840826
déficiente,3,0.08556257561508104
déficiente,5,0.0002822960075280718
déficiente,1,0.3931307971500706
futur,0,0.5627557019826336
futur,4,0.010350747899274405
futur,2,0.13777033058331137
futur,3,0.07584745372841464
futur,5,0.0003394399029336886
futur,1,0.21293632590343237
or,0,0.31202427086579726
or,4,0.027901648758984557
or,7,0.0023955685261251654
or,2,0.1262040186639931
or,3,0.0495843136713699
or,5,0.04408519856466376
or,8,4.008125056869018e-5
or,6,0.031127765846716293
or,1,0.4066371338517813
renforcer,0,0.47019933825230575
renforcer,4,0.0007682615501736478
renforcer,2,0.28772755394597327
renforcer,3,0.030810980148916065
renforcer,1,0.21049386610263143
pendantes,0,0.7019744007862198
pendantes,2,0.04273282148231417
pendantes,3,0.002478327273787246
pendantes,1,0.25281445045767886
puisse,0,0.8134307852482776
puisse,2,0.01592471407408664
puisse,3,0.00047651206066727373
puisse,1,0.17016798861696852
avenir,0,0.8837153327280545
avenir,2,0.003986906289232557
avenir,1,0.1122977609827129
agir,0,0.29863323976636513
agir,4,0.008683739782165367
agir,2,0.169024575080209
agir,3,0.09897180661497959
agir,5,0.0001924688087311722
agir,1,0.4244941699475499
résoudre,0,0.4968389084808058
résoudre,4,0.0005694130572406309
résoudre,2,0.2329114162531872
résoudre,3,0.022803465863361363
résoudre,1,0.2468767963454051
sinistre,0,0.8931927290022109
sinistre,2,0.0032942559986511885
sinistre,1,0.1035130149991379
monopole,0,0.22171327000962718
monopole,4,0.001480918662012224
monopole,2,0.25334591132437806
monopole,3,0.03828496200664431
monopole,1,0.48517493799733824
entièrement,0,0.7259099413106731
entièrement,2,0.02077952582439533
entièrement,3,0.00041673897115590265
entièrement,1,0.25289379389377564
efforcée,0,0.5156027417115261
efforcée,2,0.03873868890078326
efforcée,3,0.0007841865628016816
