french,fertility,prob
une,0,0.6429007234376362
une,2,0.03604658764054737
une,3,0.0010404863592783056
une,1,0.32001220256253815
na,0,0.9331983805668016
na,2,0.0013360323886639676
na,1,0.06546558704453441
rejette,0,0.13733333333333334
rejette,4,0.0008888888888888889
rejette,2,0.3164444444444444
rejette,3,0.028444444444444446
rejette,1,0.5168888888888888
sagit,0,0.09936499061464116
sagit,4,0.06054554894364791
sagit,2,0.26279004752585966
sagit,3,0.16981508846199928
sagit,5,0.008147290227245496
sagit,6,0.0002396261831542793
sagit,1,0.39909740804345223
contre,0,0.6184291497975708
contre,2,0.03315789473684211
contre,3,0.0008097165991902834
contre,1,0.34760323886639677
observe,0,0.9036949685534591
observe,2,0.002751572327044025
observe,1,0.09355345911949685
cette,0,0.5062751167236738
cette,2,0.03676633156026063
cette,3,0.0007738226840592527
cette,1,0.45618472903200635
du,0,0.34836928942609285
du,2,0.0452132745668178
du,3,0.000858308349533276
du,1,0.605559127657556
elle,7,0.02652760736196319
elle,4,0.20336196319018404
elle,0,0.019950920245398775
elle,9,3.6809815950920246e-5
elle,2,0.1798159509202454
elle,3,0.14060122699386504
elle,5,0.18575460122699386
elle,8,0.0023558282208588958
elle,6,0.09623312883435582
elle,1,0.14536196319018405
cela,0,0.8939393939393939
cela,2,0.0033143939393939395
cela,1,0.10274621212121213
null,0,0.6169819002187481
null,4,5.114521815225625e-5
null,2,0.04433267509437571
null,3,0.002720669879609271
null,1,0.33591360958911465
cher,7,0.0179135101010101
cher,4,0.15064709595959597
cher,0,0.02564709595959596
cher,2,0.19539141414141414
cher,3,0.20442708333333334
cher,5,0.15064709595959597
cher,8,0.0011047979797979798
cher,6,0.09777462121212122
cher,1,0.15644728535353536
lembargo,0,0.9332592798296769
lembargo,2,0.0012959363139868555
lembargo,1,0.0654447838563362
et,0,0.6877085020242915
et,2,0.027206477732793524
et,3,0.0006882591093117409
et,1,0.28439676113360324
applaudissements,0,0.09212121212121212
applaudissements,4,0.01793939393939394
applaudissements,2,0.36848484848484847
applaudissements,3,0.14545454545454545
applaudissements,5,0.00048484848484848484
applaudissements,1,0.3755151515151515
présent,0,0.3311093117408907
présent,2,0.04740890688259109
présent,3,0.0009716599190283401
présent,1,0.6205101214574898
collègue,0,0.8939393939393939
collègue,2,0.0033143939393939395
collègue,1,0.10274621212121213
preuve,0,0.9332592798296769
preuve,2,0.0012959363139868555
preuve,1,0.0654447838563362
minute,0,0.6458148330866634
minute,4,0.00041111659266568
minute,2,0.09819108699227101
minute,3,0.012465055089623417
minute,1,0.24311790823877652
y,0,0.03370446679590366
y,4,0.15802571883849098
y,7,0.004311508520507069
y,2,0.18507414211332934
y,3,0.18940391973773688
y,5,0.15105707065068458
y,8,8.525581820211718e-5
y,6,0.0471221086605702
y,1,0.23121580886457518
suggéré,0,0.9362423447069116
suggéré,2,0.0012029746281714785
suggéré,1,0.06255468066491689
est,0,0.4787750042125027
est,2,0.0401782490431601
est,3,0.000917723804251017
est,1,0.4801290229400862
vérifier,0,0.8939393939393939
vérifier,2,0.0033143939393939395
vérifier,1,0.10274621212121213
dit,0,0.9232558139534883
dit,2,0.0017441860465116279
dit,1,0.075
se,0,0.4460184073629452
se,4,0.0008536748032546352
se,2,0.18898225957049486
se,3,0.02475656929438442
se,1,0.3393890889689209
esprit,0,0.9169938650306748
esprit,2,0.0020245398773006133
esprit,1,0.08098159509202454
session,0,0.8068181818181818
session,2,0.011363636363636364
session,1,0.18181818181818182
monsieur,0,0.9050988378806807
monsieur,2,0.0027294582025467946
monsieur,1,0.09217170391677253
lont,0,0.9232558139534883
lont,2,0.0017441860465116279
lont,1,0.075
des,7,0.034546319934230456
des,4,0.21031543420881832
des,0,0.015732767945999742
des,9,5.192332655445459e-5
des,2,0.10664185885509064
des,3,0.12844965600796157
des,5,0.24868677253256025
des,8,0.0029942451646402146
des,6,0.1459391631690537
des,1,0.10664185885509064
merci,0,0.029520140252159946
merci,4,0.02996105273103289
merci,2,0.3923386207837744
merci,3,0.36517001375227015
merci,5,0.0007348541314549062
merci,1,0.18227531834930766
il,0,0.20231651579951862
il,4,7.340527049842179e-5
il,2,0.06628302754243018
il,3,0.0030134795257246837
il,1,0.7283135718618281
dirresponsabilité,0,0.9332592798296769
dirresponsabilité,2,0.0012959363139868555
dirresponsabilité,1,0.0654447838563362
modifications,0,0.8237894736842105
modifications,2,0.012607287449392712
modifications,3,0.00029149797570850205
modifications,1,0.16331174089068826
qui,0,0.7367741985403211
qui,2,0.02321249296371307
qui,3,0.0005996560682292543
qui,1,0.2394136524277366
risque,0,0.9283282754980868
risque,2,0.0014777675155033647
risque,1,0.07019395698640982
poettering,0,0.6151315789473685
poettering,2,0.06907894736842106
poettering,3,0.004934210526315789
poettering,1,0.31085526315789475
cas,0,0.8769918926474699
cas,2,0.004473022085546547
cas,1,0.1185350852669835
explosive,0,0.9232558139534883
explosive,2,0.0017441860465116279
explosive,1,0.075
réalité,0,0.9283282754980868
réalité,2,0.0014777675155033647
réalité,1,0.07019395698640982
madame,0,0.25414169021958566
madame,2,0.05178743361182719
madame,3,0.0011802341833090039
madame,1,0.6928906419852782
extrêmement,0,0.9232558139534883
extrêmement,2,0.0017441860465116279
extrêmement,1,0.075
que,0,0.5481376518218624
que,2,0.03817813765182186
que,3,0.0008906882591093117
que,1,0.4127935222672065
savons,0,0.3386688008536748
savons,2,0.06274509803921569
savons,3,0.0018674136321195146
savons,1,0.59671868747499
vous,0,0.9214054553860379
vous,2,0.0018492834026814608
vous,1,0.07674526121128063
motion,0,0.899906629318394
motion,2,0.002987861811391223
motion,1,0.09710550887021475
silence,0,0.9125143890807433
silence,2,0.002302252918927808
silence,1,0.08518335800032889
été,0,0.40448582995951415
été,2,0.04532793522267207
été,3,0.0009635627530364373
été,1,0.5492226720647774
procédure,0,0.5460851007069495
procédure,4,0.000533546752034147
procédure,2,0.12074162998532746
procédure,3,0.015632919834600505
procédure,1,0.31700680272108844
font,0,0.9332592798296769
font,2,0.0012959363139868555
font,1,0.0654447838563362
passe,0,0.5460851007069495
passe,4,0.000533546752034147
passe,2,0.12074162998532746
passe,3,0.015632919834600505
passe,1,0.31700680272108844
ce,0,0.8688511771464814
ce,2,0.008219065016192687
ce,3,0.00018462487483519516
ce,1,0.12274513296249075
indonésie,0,0.9232558139534883
indonésie,2,0.0017441860465116279
indonésie,1,0.075
point,0,0.9375115169632071
point,2,0.001146577670399869
point,1,0.06134190536639299
