fre,eng,prob
une,madam,0.0
une,decisions,0.0
une,a,1.0
une,and,0.0
une,this,0.0
une,silence,0.0
une,minutes,0.0
une,adopted,0.0
une,have,1.3388506230284357e-300
une,also,0.0
une,been,3.0634451714451655e-300
une,point,0.0
une,the,0.0
une,against,0.0
une,tax,0.0
une,observed,0.0
une,of,4.2799895967384554e-69
une,kind,0.0
une,president,0.0
une,rose,0.0
une,on,7.7635987194775845e-295
une,order,0.0
une,house,0.0
na,madam,0.0
na,has,1.1291617507495428e-122
na,met,0.0
na,president,0.0
na,not,0.0
na,personal,0.0
na,my,4.9557057842035896e-213
na,request,1.0
na,but,0.0
na,been,4.7267016196340434e-95
rejette,parliament,0.5
rejette,the,0.0
rejette,president,1.063374407197e-312
rejette,request,3.9452435705017385e-181
rejette,rejected,0.5
sagit,of,3.833335060362344e-37
sagit,the,2.685118317715502e-169
sagit,is,6.538351537239934e-159
sagit,case,0.24999999381794455
sagit,it,0.25000001854616644
sagit,alexander,0.24999999381794455
sagit,nikitin,0.24999999381794455
contre,now,1.2378825e-317
contre,speaking,1.0
contre,against,2.1283354383787303e-188
contre,shall,0.0
contre,we,0.0
contre,this,8.453371301645735e-33
contre,wurtz,0.0
contre,request,0.0
contre,hear,1.07966333987362e-282
contre,mr,0.0
observe,the,3.2193366408042454e-302
observe,silence,7.687430307165887e-164
observe,rose,0.0002058098038372567
observe,minutes,7.687430307165887e-164
observe,house,0.00020580987687678412
observe,observed,0.0002058098038372567
observe,and,0.9993825705154488
observe,a,3.6753863964660403e-216
cette,now,0.0
cette,speaking,8.149182205678595e-194
cette,we,0.0
cette,request,0.0
cette,for,1.3902812923161688e-177
cette,please,1.3902812923161688e-177
cette,this,1.6598758889222803e-66
cette,silence,3.587944183146632e-202
cette,rise,1.3902812923161688e-177
cette,minutes,3.587944183146632e-202
cette,wurtz,0.0
cette,hear,1.0
cette,against,0.0
cette,mr,0.0
cette,shall,0.0
cette,then,1.3902812923161688e-177
du,is,1.0
du,nikitin,1.4908323600821622e-247
du,that,4.8579430940253546e-157
du,this,6.010221753687898e-96
du,it,1.4908253278660276e-247
du,alexander,1.4908323600821622e-247
du,taken,4.8579430940253546e-157
du,off,4.8579430940253546e-157
du,the,2.8255401236208576e-24
du,case,1.4908323600821622e-247
du,pse,1.0582869896106315e-169
du,requesting,4.8579430940253546e-157
du,applause,1.0582869896106315e-169
du,agenda,4.8579430940253546e-157
du,group,4.6878338988704985e-74
du,be,1.5652616662908408e-73
du,of,9.02169434859799e-195
du,item,4.8579430940253546e-157
du,from,1.0582869896106315e-169
du,ppe-de,4.8579430940253546e-157
elle,in,7.254646585016039e-151
elle,examined,0.16666666665708427
elle,positive,0.16666666665708427
elle,light,0.16666666665708427
elle,it,1.3642315708330838e-12
elle,hope,0.16666666665708427
elle,will,0.16666666665708427
elle,a,3.984066542589635e-37
elle,be,0.1666666667132144
elle,i,1.6520374432688086e-112
cela,all,0.25
cela,mr,9.398749631199753e-22
cela,berenguer,0.25
cela,this,9.359335068584873e-23
cela,shall,1.1422313146379037e-20
cela,we,2.2592986815702627e-154
cela,fuster,0.25
cela,check,0.25
null,we,0.0
null,agrees,0.0
null,that,0.0
null,risk,0.0
null,will,0.0
null,also,0.0
null,fact,0.0
null,against,0.0
null,thank,0.0
null,session,0.0
null,future,0.0
null,of,1.934101674598504e-27
null,irresponsible,0.0
null,as,0.0
null,to,1.8809768222249384e-239
null,positive,0.0
null,monday,0.0
null,member,0.0
null,madam,0.0
null,resumption,0.0
null,examined,0.0
null,volatile,0.0
null,there,0.0
null,is,1.2013643919998152e-91
null,poettering,0.0
null,request,0.0
null,fuster,0.0
null,and,1.5490371946355003e-222
null,extremely,0.0
null,silence,0.0
null,rise,0.0
