fre,eng,prob
consultation,true,0.012582840917901295
consultation,come,0.010925979976161345
consultation,consultation,0.8309401373287669
consultation,is,0.011637901109994209
consultation,at,0.011117421202924575
consultation,a,0.01508805006228352
consultation,parliament,0.012744117165169398
consultation,that,0.012360701723988286
consultation,it,0.01258239923338541
consultation,has,0.012968023843993716
consultation,about,0.012582840917901293
consultation,date,0.011117422945904624
consultation,with,0.011117381789826441
consultation,late,0.011117372492327804
consultation,only,0.01111740928948072
ont,brake,0.00835859279000335
ont,process,0.00835859978448598
ont,we,0.01073663306857568
ont,therefore,0.015862990444338754
ont,a,0.008358343453130222
ont,this,0.011607174569358994
ont,have,0.020243999576020785
ont,been,0.010686066048596418
ont,well,0.0081575257895748
ont,apply,0.008835306995112771
ont,amendments,0.015453590083560915
ont,structural,0.008201616700438884
ont,the,0.39369625779963496
ont,proposed,0.011482503951552528
ont,accept,0.01039154163289719
ont,helped,0.008358601539935756
ont,four,0.011475173283884534
ont,to,0.016555209683312994
ont,funds,0.40263810843125447
ont,which,0.010542164374304832
prochaine,coming,0.7986960827068885
prochaine,this,0.02237547595649962
prochaine,is,0.021068391078521893
prochaine,the,0.04439963384033602
prochaine,first,0.02298543582998286
prochaine,commandment,0.021352503523794742
prochaine,commissioner,0.023523448560809786
prochaine,period,0.022985699376058166
prochaine,for,0.022613329127111583
contre,now,0.07553431294581943
contre,speaking,0.08109740878550376
contre,against,0.0810966022625522
contre,shall,0.07528637943380732
contre,we,0.07611710399219306
contre,this,0.07820467293063214
contre,wurtz,0.07928141887059824
contre,request,0.08246802294726488
contre,hear,0.08250267945338477
contre,mr,0.288411398378251
observe,the,0.03570959840225202
observe,silence,0.035562033544193426
observe,rose,0.7432722646309392
observe,minutes,0.035285625487377355
observe,house,0.03942807959043574
observe,observed,0.03752892171950918
observe,and,0.037535618013201016
observe,a,0.035677858612089504
conséquences,do,0.04278170914508887
conséquences,inspire,0.29607945915256795
conséquences,the,0.03787350181251006
conséquences,not,0.035039573615032835
conséquences,consequences,0.29607945915256806
conséquences,hope,0.29214629712222673
quatre,amendments,0.029545559512881663
quatre,accept,0.7903215397412421
quatre,the,0.02206123782893014
quatre,four,0.022158279308489123
quatre,we,0.020664625511659603
quatre,proposed,0.022172932419493026
quatre,have,0.021872005549740264
quatre,therefore,0.030348060897293645
quatre,been,0.020569374689563203
quatre,which,0.020286384540712413
enfin,should,0.02165791898569999
enfin,for,0.021624666386189546
enfin,once,0.7922907773556644
enfin,issue,0.0199365328526139
enfin,all,0.02157662172200434
enfin,the,0.041736009661775646
enfin,commission,0.019792595655325956
enfin,therefore,0.02154304165922871
enfin,and,0.020088168788639903
enfin,address,0.01975366693285881
midi,tomorrow,0.11706955806848106
midi,place,0.10723926593552154
midi,the,0.10581984134675824
midi,vote,0.10673573984646856
midi,at,0.1152327724923063
midi,take,0.1152327554445743
midi,will,0.11027394047046364
midi,,0.10553584506745918
midi,pm,0.11686028132796716
null,essential,0.0004622759866965279
null,regions,0.0008110392943830959
null,competitiveness,0.0008433707935368477
null,carried,0.0007773593826658538
null,want,0.0010955356327436456
null,build,0.0006442500890487198
null,consultation,0.0006867739328082418
null,loose,0.0009992177439040366
null,would,0.005917981494469266
null,disparities,0.0006617007032869376
null,doing,0.0009268017966905595
null,municipalities,0.0012011243331539055
null,that,0.009121055625914679
null,employment,0.0008149443724772545
null,focus,0.0004206659537593097
null,vote,0.007406046788483707
null,gives,0.0014621987696242786
null,an,0.004714326264046732
null,make,0.0020209881424849427
null,efforts,0.0005361305445523543
null,thank,0.0035785120333967223
null,matched,0.0005069389709175471
null,member,0.0011164859975159713
null,poettering,0.00639686897543496
null,support,0.001212070824975788
null,there,0.0034612818674996347
null,contribution,0.001593662457978682
null,political,0.0009764613637886743
null,explain,0.001688205582130141
null,fuster,0.0010704423168062672
null,and,0.006375112805075689
null,address,0.0005726984506913134
null,correct,0.0005556186942198872
null,extremely,0.0014568521528775782
null,actually,0.0011212104056469337
null,these,0.002570110590047086
null,rise,0.0009507269848762683
null,closed,0.01634968683604532
null,least,0.0005997193170589432
null,us,0.0008402189578941039
null,comments,0.0022364837665582787
null,gdp,0.0011547938345856097
null,broke,0.0013090887156009898
null,happening,0.0019959948471899957
null,point,0.0063555132655675264
null,either,0.0022189180606199824
null,minimum,0.0005188282466697316
null,central,0.0009354232233432873
null,date,0.0005910681084775105
null,economic,0.0008110392943830947
null,nuisance,0.0010379147814521047
null,shall,0.003248441687590117
null,lot,0.0015209789910994027
null,mention,0.00102452689453556
null,advisers,0.00089528800637936
null,text,0.0011212104056469348
null,opposite,0.0024207021988893753
null,they,0.0016953704442502718
null,thought,0.0014161481122401025
null,find,0.002417704137248236
null,pointed,0.0006537569124320171
null,my,0.006459163817308459
null,hope,0.004160929208416088
null,but,0.001745704979220901
null,very,0.0026117371001561983
null,minutes,0.0018841150502352296
null,coup,0.0004841774640767489
null,mentioned,0.0014429221941001126
null,case,0.003968291850712657
null,if,0.0015505531111681616
null,necessary,0.001173137776680587
null,takes,0.0005698058680488931
null,first,0.001453525506422654
null,be,0.003757423658961618
null,with,0.002112328095985275
null,seem,0.0016820264135446465
null,berenguer,0.001257006656782717
null,four,0.0006780209077529349
null,matter,0.00747996101925318
null,important,0.004625521105928327
null,so,0.0017197484611831116
null,short,0.0011070785430697908
null,at,0.004140646427568906
null,people,0.0006626127025749593
null,a,0.019728257785639833
null,excellent,0.001343382757517078
null,tomorrow,0.002783546885152055
null,european,0.0010151517045479505
null,commandment,0.0005749135807739292
