fre,eng,prob
une,madam,4.943119483293447e-274
une,a,1.0
une,and,3.085609996803679e-268
une,silence,1.6138767079416488e-307
une,minutes,1.6138767079416488e-307
une,point,4.7347276782274175e-213
une,the,5.093832733911674e-299
une,observed,3.085609996803679e-268
une,of,9.998300994859859e-251
une,president,4.943119483293447e-274
une,rose,3.085609996803679e-268
une,on,4.7347276782274175e-213
une,order,4.7347276782274175e-213
une,house,3.082490803847683e-268
na,madam,3.343355280689903e-104
na,has,1.8997485381904118e-8
na,met,0.14285714014321635
na,president,3.343355280689903e-104
na,not,0.14285714014321635
na,personal,0.14285714014321635
na,my,0.14285714014321635
na,request,0.14285714014321635
na,but,0.14285714014321635
na,been,0.14285714014321635
sagit,of,2.7794910203838336e-28
sagit,the,2.465874427718901e-87
sagit,is,0.19999999999999996
sagit,case,0.19999999999999996
sagit,it,0.19999999999999996
sagit,alexander,0.19999999999999996
sagit,nikitin,0.19999999999999996
observe,the,8.177519958738445e-117
observe,silence,2.56722523503401e-125
observe,rose,0.24999861856546166
observe,minutes,2.56722523503401e-125
observe,house,0.2500041443036149
observe,observed,0.24999861856546166
observe,and,0.24999861856546166
observe,a,3.645004355511121e-209
cette,please,0.2
cette,this,0.2
cette,silence,7.077649869575e-110
cette,rise,0.2
cette,minutes,7.077649869575e-110
cette,then,0.2
cette,for,0.2
du,of,2.7794910203838336e-28
du,the,2.465874427718901e-87
du,is,0.19999999999999996
du,case,0.19999999999999996
du,it,0.19999999999999996
du,alexander,0.19999999999999996
du,nikitin,0.19999999999999996
null,agrees,0.0
null,thank,0.0
null,session,0.0
null,of,4.6903900192817147e-48
null,as,0.0
null,madam,4.895184358249294e-184
null,resumption,0.0
null,is,0.0
null,request,0.0
null,and,0.0
null,silence,4.227647983870972e-285
null,rise,0.0
null,point,0.0
null,has,2.879283869382091e-197
null,you,0.0
null,observed,0.0
null,do,5.047206300367209e-214
null,shall,5.047206300367209e-214
null,on,0.0
null,suggested,0.0
null,personal,0.0
null,then,0.0
null,gladly,0.0
null,not,0.0
null,nikitin,0.0
null,my,0.0
null,but,0.0
null,for,0.0
null,please,0.0
null,minutes,4.227647983870972e-285
null,alexander,0.0
null,been,0.0
null,i,5.047206300367209e-214
null,case,0.0
null,if,0.0
null,mr,5.047206300367209e-214
null,president,4.895184358249294e-184
null,order,0.0
null,segni,0.0
null,met,0.0
null,so,0.0
null,a,3.1473475412848207e-232
null,evans,0.0
null,this,0.0
null,it,0.0
null,the,1.0
null,rose,0.0
null,house,7.426085930592118e-158
minute,a,3.221124382535898e-307
minute,and,4.2890082149287724e-184
minute,for,1.421813460005283e-305
minute,please,1.421813460005283e-305
minute,this,1.421813460005283e-305
minute,silence,0.49999999999999994
minute,rise,1.421813460005283e-305
minute,minutes,0.49999999999999994
minute,the,7.058846225579282e-215
minute,observed,4.2890082149287724e-184
minute,rose,4.2890082149287724e-184
minute,house,4.2846725385227725e-184
minute,then,1.421813460005283e-305
suggéré,agrees,0.16588084665794586
suggéré,evans,0.16588084665794586
suggéré,i,6.809122435211284e-95
suggéré,has,0.17059576671022464
suggéré,the,2.89121765671265e-97
suggéré,if,0.16588084665794586
suggéré,mr,6.809122435211284e-95
suggéré,do,6.809122435211284e-95
suggéré,shall,6.809122435211284e-95
suggéré,as,0.16588084665794586
suggéré,house,4.6098605353978024e-14
suggéré,suggested,0.16588084665794586
est,agrees,0.16588084665794586
est,evans,0.16588084665794586
est,i,6.809122435211284e-95
est,has,0.17059576671022464
est,the,2.89121765671265e-97
est,if,0.16588084665794586
est,mr,6.809122435211284e-95
est,do,6.809122435211284e-95
est,shall,6.809122435211284e-95
est,as,0.16588084665794586
est,house,4.6098605353978024e-14
est,suggested,0.16588084665794586
session,of,2.7588894105691225e-188
session,resumption,0.5
session,the,7.5184823044238005e-124
session,session,0.5
monsieur,mr,7.69285302077939e-71
monsieur,do,7.69285302077939e-71
monsieur,i,7.69285302077939e-71
monsieur,you,0.2
monsieur,so,0.2
monsieur,shall,7.69285302077939e-71
monsieur,segni,0.2
monsieur,thank,0.2
monsieur,gladly,0.2
merci,mr,7.69285302077939e-71
merci,do,7.69285302077939e-71
merci,i,7.69285302077939e-71
merci,you,0.2
merci,so,0.2
merci,shall,7.69285302077939e-71
merci,segni,0.2
merci,thank,0.2
merci,gladly,0.2
il,of,2.7794910203838336e-28
il,the,2.465874427718901e-87
il,is,0.19999999999999996
il,case,0.19999999999999996
il,it,0.19999999999999996
il,alexander,0.19999999999999996
il,nikitin,0.19999999999999996
cas,of,2.7794910203838336e-28
cas,the,2.465874427718901e-87
cas,is,0.19999999999999996
cas,case,0.19999999999999996
cas,it,0.19999999999999996
cas,alexander,0.19999999999999996
cas,nikitin,0.19999999999999996
madame,madam,0.5
madame,met,0.0
madame,not,0.0
madame,request,0.0
madame,my,0.0
madame,a,2.860647755382738e-245
madame,but,0.0
madame,been,0.0
madame,point,1.256998217909611e-223
madame,has,1.2577297453431284e-280
madame,of,4.244977586607202e-261
madame,president,0.5
madame,on,1.256998217909611e-223
madame,order,1.256998217909611e-223
madame,personal,0.0
que,madam,3.343355280689903e-104
que,has,1.8997485381904118e-8
que,met,0.14285714014321635
que,president,3.343355280689903e-104
que,not,0.14285714014321635
que,personal,0.14285714014321635
que,my,0.14285714014321635
que,request,0.14285714014321635
que,but,0.14285714014321635
que,been,0.14285714014321635
vous,please,0.19999999999999996
vous,this,0.19999999999999996
vous,silence,7.077649869575805e-110
vous,rise,0.19999999999999996
vous,minutes,7.077649869575805e-110
vous,then,0.19999999999999996
vous,for,0.19999999999999996
motion,point,0.3333333333333333
motion,madam,3.302362221247148e-229
motion,of,5.647621536532957e-206
motion,president,3.302362221247148e-229
motion,on,0.3333333333333333
motion,order,0.3333333333333333
motion,a,3.747896674500713e-190
silence,a,3.221124382535898e-307
silence,and,4.2890082149287724e-184
silence,for,1.421813460005283e-305
silence,please,1.421813460005283e-305
silence,this,1.421813460005283e-305
silence,silence,0.49999999999999994
silence,rise,1.421813460005283e-305
silence,minutes,0.49999999999999994
silence,the,7.058846225579282e-215
silence,observed,4.2890082149287724e-184
silence,rose,4.2890082149287724e-184
silence,house,4.2846725385227725e-184
silence,then,1.421813460005283e-305
été,madam,3.343355280689903e-104
été,has,1.8997485381904118e-8
été,met,0.14285714014321635
été,president,3.343355280689903e-104
été,not,0.14285714014321635
été,personal,0.14285714014321635
été,my,0.14285714014321635
été,request,0.14285714014321635
été,but,0.14285714014321635
été,been,0.14285714014321635
procédure,point,0.3333333333333333
procédure,madam,3.302362221247148e-229
procédure,of,5.647621536532957e-206
procédure,president,3.302362221247148e-229
procédure,on,0.3333333333333333
procédure,order,0.3333333333333333
procédure,a,3.747896674500713e-190
ce,madam,3.343355280689903e-104
ce,has,1.8997485381904118e-8
ce,met,0.14285714014321635
ce,president,3.343355280689903e-104
ce,not,0.14285714014321635
ce,personal,0.14285714014321635
ce,my,0.14285714014321635
ce,request,0.14285714014321635
ce,but,0.14285714014321635
ce,been,0.14285714014321635
dalexandre,of,2.7794910203838336e-28
dalexandre,the,2.465874427718901e-87
dalexandre,is,0.19999999999999996
dalexandre,case,0.19999999999999996
