french,fertility,prob
ont,0,0.35392293554926474
ont,2,0.05277514299509863
ont,3,0.0011985726771733117
ont,1,0.5921033487784632
prochaine,0,0.750222407243246
prochaine,2,0.023045716627546023
prochaine,3,0.0006705521333136086
prochaine,1,0.22606132399589443
contre,0,0.9195574980011793
contre,2,0.01151687148323622
contre,3,0.0004001455496461813
contre,1,0.06852548496593816
conséquences,0,0.26966573007752687
conséquences,4,0.010818121580975679
conséquences,2,0.22088943255821417
conséquences,3,0.08035556332964278
conséquences,5,0.0003690559650305114
conséquences,1,0.4179020964886098
enfin,0,0.6300451446230464
enfin,2,0.03765539466788262
enfin,3,0.001092782609203176
enfin,1,0.3312066780998678
quatre,0,0.30671798225325225
quatre,2,0.05386187069315859
quatre,3,0.0012542524457092102
quatre,1,0.63816589460788
null,0,0.9524262004441149
null,2,0.001471606981405399
null,3,6.40691543358367e-6
null,1,0.04609578565904612
applaudissements,0,0.08294023044071286
applaudissements,4,0.02003444830576111
applaudissements,2,0.3756702154131371
applaudissements,3,0.15819781661407417
applaudissements,5,0.00041286552715230065
applaudissements,1,0.36274442369916254
lui,0,0.19204379983215317
lui,2,0.06271605689195235
lui,3,0.0017860481091896434
lui,1,0.7434540951667049
dotera,0,0.46829701799756523
dotera,4,0.00038349775531038775
dotera,2,0.18437472406698022
dotera,3,0.017332009702355437
dotera,1,0.32961275047778865
économique,0,0.9268653498396188
économique,2,0.0015881188997992433
économique,1,0.07154653126058197
vote,0,0.23632829445950757
vote,4,0.001013995029122429
vote,2,0.3598250980109702
vote,3,0.035317706089261665
vote,1,0.3675149064111381
propositions,0,0.9281299852247851
propositions,2,0.0015980023989470534
propositions,1,0.0702720123762679
financements,0,0.9392351187215447
financements,2,0.0011005588294616944
financements,1,0.05966432244899357
beaucoup,0,0.5515613711964439
beaucoup,4,0.0003678311655971825
beaucoup,2,0.09465047296215436
beaucoup,3,0.010632942316297352
beaucoup,1,0.34278738235950734
des,0,0.742409089456776
des,4,0.000757142746214329
des,2,0.06916531158768299
des,3,0.010664009279185309
des,5,1.863254290984817e-5
des,1,0.17698581438723163
il,0,0.32829921601671697
il,4,0.00010648020706986467
il,2,0.07197888662736479
il,3,0.004893287560551961
il,1,0.5947221295882964
qui,0,0.8231142876344276
qui,4,3.135108861336332e-5
qui,2,0.017616850095147792
qui,3,0.0012066217199615506
qui,1,0.15803088946184962
poettering,0,0.5899062306379204
poettering,2,0.08072676685230178
poettering,3,0.007119946099792468
poettering,1,0.3222470564099854
lunion,0,0.7240112442555015
lunion,2,0.029659147568459165
lunion,3,0.0010230520967041096
lunion,1,0.24530655607933521
indonésie,0,0.6051054380794091
indonésie,2,0.04080059056480669
indonésie,3,0.0012180026011493596
indonésie,1,0.35287596875463484
formule,0,0.3882752320657965
formule,4,0.0005222578465661976
formule,2,0.14575277189576757
formule,3,0.016469625363224313
formule,1,0.4489801128286455
cohésion,0,0.8410210326632229
cohésion,2,0.00788637189098059
cohésion,1,0.15109259544579648
parti,0,0.3921326391916894
parti,4,0.000189039442182985
parti,2,0.08339827383349867
parti,3,0.00735626994600468
parti,1,0.5169237775866243
à,0,0.8493788271655869
à,4,5.806976777455749e-6
à,2,0.014268264367054936
à,3,0.0005976196290765353
à,1,0.13574948186150407
assurer,0,0.7146100403268115
assurer,4,4.394362920560521e-5
assurer,2,0.025769391494640928
assurer,3,0.001723734183173706
assurer,1,0.25785289036616826
notre,0,0.7333372985425748
notre,4,0.0005279880489527837
notre,2,0.05094072819024751
notre,3,0.009692032453706178
notre,5,7.905988317959913e-6
notre,1,0.20549404677620078
nous,0,0.2523194963405107
nous,4,4.173809231361708e-5
nous,2,0.05062366495256619
nous,3,0.002216628218171507
nous,1,0.6947984723964379
daucuns,0,0.29900776779114613
daucuns,4,0.0003662748233481636
daucuns,2,0.14013000127662514
daucuns,3,0.01366827456326076
daucuns,1,0.5468276815456199
clos,0,0.6327256599102393
clos,2,0.06262884274526309
clos,3,0.0048194814245327445
clos,1,0.2998260159199649
or,0,0.13032918915772274
or,2,0.057077682276148956
or,3,0.001196940239441405
or,1,0.8113961883266869
débat,0,0.43631864619629834
débat,2,0.09869159978762829
débat,3,0.0064542422195645035
débat,1,0.4585355117965088
émettre,0,0.18408328162414841
émettre,4,0.0018460761663399825
émettre,2,0.360858793194551
émettre,3,0.05154005792132158
émettre,1,0.401671791093639
dadopter,0,0.9356339479054863
dadopter,2,0.0012659964838705798
dadopter,1,0.06310005561064314
debout,0,0.3728487669204178
debout,4,0.0012931712022922184
debout,2,0.3000638851257141
debout,3,0.03923515369375768
debout,1,0.2865590230578182
ferai,0,0.7796946197207322
ferai,2,0.02298548179995873
ferai,3,0.000794659561702349
ferai,1,0.1965252389176068
faire,0,0.3619167738899906
faire,2,0.06549261621011408
faire,3,0.0019248223940308469
faire,1,0.5706657875058643
souhaiterais,0,0.19574282826055034
souhaiterais,4,0.0005491338356096958
souhaiterais,2,0.43517467970499657
souhaiterais,3,0.0296153733765514
souhaiterais,1,0.33891798482229196
devra,0,0.6940937900144784
devra,2,0.030848323699883454
devra,3,0.0009194542385357917
devra,1,0.2741384320471024
refusant,0,0.18363853074276693
refusant,2,0.05348820122368697
refusant,3,0.0010963852731767764
refusant,1,0.7617768827603694
extrême,0,0.053209928452655
extrême,4,0.026755116374100208
extrême,2,0.40956397484968826
extrême,3,0.2052856211160303
extrême,5,0.0008656390634284088
extrême,1,0.3043197201440978
important,0,0.38578586522335917
important,4,0.0444341461122408
important,2,0.1842300291183339
important,3,0.10817095684590432
important,5,0.00531679831083179
important,1,0.27206220438933004
proposé,7,0.0005809482918809774
proposé,4,0.18344090104372363
proposé,0,0.1607774965809369
proposé,2,0.17003883298392813
proposé,3,0.16031851074226705
proposé,5,0.119015499424122
proposé,6,0.0881094300022936
proposé,1,0.11771838093084767
a,0,0.6402017762815612
a,2,0.029757225316669682
a,3,0.0007196723676468388
a,1,0.3293213260341223
excellent,0,0.36780536099798694
excellent,4,0.0006351381585616495
excellent,2,0.2081422126638523
excellent,3,0.022700045499785625
excellent,1,0.4007172426798135
espérons,0,0.1555505873757635
espérons,2,0.05173373792786235
espérons,3,0.0009762785525347686
espérons,1,0.7917393961438394
proposés,0,0.9261845743395382
proposés,2,0.0017146822140487138
proposés,1,0.07210074344641312
heures,0,0.39511013184807814
heures,4,0.0005218766905710501
heures,2,0.14080734805210965
heures,3,0.01615697838936182
heures,1,0.44740366501987955
sagit,0,0.6171836299144503
sagit,2,0.03134139662578653
sagit,3,0.0007058590775145514
sagit,1,0.3507691143822488
commission,0,0.4369245813346409
commission,2,0.04565211858377453
commission,3,0.0010415448841838686
commission,1,0.5163817551974007
freiner,0,0.46844633162729654
freiner,4,0.00038069914811434254
freiner,2,0.14862344622968535
freiner,3,0.01538758828345967
freiner,1,0.3671619347114441
période,0,0.31831048818019037
période,2,0.05331450716820737
période,3,0.0012452882467889922
période,1,0.6271297164048134
amendement,0,0.5505628328098315
amendement,2,0.03621961158233617
amendement,3,0.0008999860200705743
amendement,1,0.4123175695877617
se,0,0.7515636148428706
se,2,0.023868892718616575
se,3,0.0007865915387974512
se,1,0.22378090089971522
transparence,0,0.5811614549273095
transparence,4,0.006944152579292087
transparence,2,0.21938475726422882
transparence,3,0.01674236388140873
transparence,5,0.0002214260204163311
transparence,1,0.17554584532734427
satisfaite,0,0.8460469351767348
satisfaite,2,0.007495612002298934
satisfaite,1,0.14645745282096623
termes,0,0.6020717235542675
termes,2,0.03336318041774138
termes,3,0.0005346738654528141
termes,1,0.3640304221625381
félicite,0,0.3008156169931854
félicite,2,0.07668811844372629
félicite,3,0.0028121944488998514
félicite,1,0.6196840701141886
contribué,0,0.33309179733289696
contribué,4,0.0005122731120943133
contribué,2,0.34170828315034335
contribué,3,0.026436455627612526
contribué,1,0.29825119077705287
motion,0,0.4213836225382862
motion,2,0.0636465248996041
motion,3,0.0021618944958613777
motion,1,0.5128079580662482
font,0,0.7419241133989193
font,2,0.02243839357595047
font,3,0.0005570323997162462
font,1,0.23508046062541407
non,0,0.9055597728932244
non,2,0.002762993595769326
non,1,0.09167723351100632
économies,0,0.9401263926127825
économies,2,0.0009701345004284998
économies,1,0.058903472886788995
essentiel,0,0.9363982595138277
essentiel,2,0.002577705034561485
essentiel,3,5.3457532847833267e-5
essentiel,1,0.060970577918763015
donné,0,0.9055597728932642
donné,2,0.0027629935957680972
donné,1,0.09167723351096764
conservateur,0,0.9340678113736739
conservateur,2,0.0013391088240572852
conservateur,1,0.06459307980226882
ladditionnalité,0,0.5619148231743348
ladditionnalité,4,0.0034067059503139303
ladditionnalité,2,0.17254809187560546
ladditionnalité,3,0.047403446036188485
ladditionnalité,5,6.57516140538632e-5
ladditionnalité,1,0.2146611813495035
m,0,0.5191615636574622
m,4,0.00045180525760106163
m,2,0.23045342631688745
m,3,0.012446736151518997
m,5,1.2633514811392324e-5
m,1,0.23747383510171885
tout,0,0.3202816841472829
tout,2,0.05024841834652038
tout,3,0.0012145409517783751
tout,1,0.6282553565544182
texte,0,0.11998243892114935
texte,4,0.15336768523100003
texte,7,0.000459549570115527
texte,2,0.1987090179594665
texte,3,0.14068325204062387
texte,5,0.13391025093574985
texte,6,0.09727187891898868
texte,1,0.15561592642290606
contrariant,0,0.7205741468234951
contrariant,2,0.03185684620140771
contrariant,3,0.0011258404197783372
contrariant,1,0.24644316655531884
cétait,0,0.9239083980403014
cétait,2,0.0015612950867982785
cétait,1,0.0745303068729004
n,0,0.4282814290906042
n,4,0.0006505025880108713
n,2,0.24629958795008672
n,3,0.0223523333999659
n,1,0.3024161469713323
vraiment,0,0.3734740047921502
vraiment,4,0.00024342403106459236
vraiment,2,0.14941345788723967
vraiment,3,0.012419737474060282
vraiment,1,0.46444937581548534
