fre,eng,prob
parlement,the,1.77796921507939e-8
parlement,silence,0.00011162574950723297
parlement,rose,0.24994446308632354
parlement,minutes,0.00011162574922713802
parlement,house,0.24994267505200246
parlement,observed,0.24994446308632354
parlement,and,0.24994446308632354
parlement,a,6.664106002084063e-7
une,madam,0.0012426070944531514
une,a,1.4907562665527136
une,and,4.130709644070848e-6
une,silence,1.844784054515806e-9
une,minutes,1.8447840498868133e-9
une,point,0.001396202949141921
une,the,2.938362583792467e-13
une,observed,4.130709644070848e-6
une,of,0.00017525224993223556
une,president,0.000861168473736433
une,rose,4.130709644070848e-6
une,on,0.0017707776820701218
une,order,0.0012295307128442905
une,house,4.130680094103934e-6
sagit,of,0.13965524300565296
sagit,the,0.0077822413718217
sagit,is,0.1989187134553381
sagit,case,0.19891874000077805
sagit,it,0.05688758216485298
sagit,alexander,0.19891874000077805
sagit,nikitin,0.19891874000077805
observe,the,1.77796921507939e-8
observe,silence,0.00011162574950723297
observe,rose,0.24994446308632354
observe,minutes,0.00011162574922713802
observe,house,0.24994267505200246
observe,observed,0.24994446308632354
observe,and,0.24994446308632354
observe,a,6.664106002084063e-7
cette,please,0.18513839921509037
cette,this,0.18490215270269164
cette,silence,0.03727212522210595
cette,rise,0.18513839921509037
cette,minutes,0.03727212521484105
cette,then,0.18513839921509037
cette,for,0.18513839921509037
du,of,0.13965524300565296
du,the,0.0077822413718217
du,is,0.1989187134553381
du,case,0.19891874000077805
du,it,0.05688758216485298
du,alexander,0.19891874000077805
du,nikitin,0.19891874000077805
cela,done,0.11276676463707054
cela,relative,0.11276676463707054
cela,that,0.03259889365142752
cela,this,0.0324434445482707
cela,it,0.03262993768650571
cela,stability,0.11276676463707054
cela,the,4.2676498622576194e-7
cela,says,0.11276676463707054
cela,principle,0.11276676463707054
cela,be,0.11276676463707054
cela,should,0.11276676463707054
cela,of,0.00019318025224559438
cela,despite,0.11276676463707054
invite,please,0.18513839921509037
invite,this,0.18490215270269164
invite,silence,0.03727212522210595
invite,rise,0.18513839921509037
invite,minutes,0.03727212521484105
invite,then,0.18513839921509037
invite,for,0.18513839921509037
null,like,1.1073024247506168e-17
null,accordance,6.269353773608436e-16
null,inadmissibility,1.1073024247506168e-17
null,we,6.269353773608436e-16
null,nikitin,1.296646208596673e-15
null,would,1.1073024247506168e-17
null,for,2.553377293901961e-18
null,agrees,1.6050240342799828e-15
null,relative,2.0793895564008483e-15
null,please,2.553377293901961e-18
null,that,2.2963212976362133e-8
null,minutes,1.2023162479222469e-9
null,alexander,1.296646208596673e-15
null,stability,2.0793895564008483e-15
null,i,0.00012315107242357468
null,about,1.1073024247506168e-17
null,case,1.296646208596673e-15
null,if,1.6050240342799828e-15
null,principle,2.0793895564008483e-15
null,concerning,1.1073024247506168e-17
null,be,2.0793895564008483e-15
null,thank,6.46449011626761e-13
null,should,2.0793895564008483e-15
null,mr,1.5899294931679247e-6
null,of,0.04632756159771658
null,with,6.269353773608436e-16
null,president,3.4698738050633527e-10
null,order,2.4770509738405786e-10
null,as,1.6050240342799828e-15
null,segni,6.46449011626761e-13
null,always,6.269353773608436e-16
null,madam,5.006790121242293e-10
null,so,6.46449011626761e-13
null,done,2.0793895564008483e-15
null,is,6.527272818547708e-8
null,principles,6.269353773608436e-16
null,a,6.589229948598922e-7
null,and,8.321856656047726e-13
null,your,1.1073024247506168e-17
null,evans,1.6050240342799828e-15
null,this,0.00011991972663678158
null,silence,5.260921661048915e-10
null,advice,1.1073024247506168e-17
null,rise,2.553377293901961e-18
null,it,3.3718235320238716e-8
null,have,6.269353773608436e-16
null,in,6.269353773608436e-16
null,point,5.62566813292621e-10
null,has,1.6050240342799828e-15
null,you,6.46449011626761e-13
null,the,0.9534209149025338
null,says,2.0793895564008483e-15
null,upheld,6.269353773608436e-16
null,rule,1.1073024247506168e-17
null,observed,8.321856656047726e-13
null,all,6.269353773608436e-16
null,do,1.5899294931679247e-6
null,shall,1.5899294931679247e-6
null,on,1.783732010923118e-10
null,rose,8.321856656047726e-13
null,suggested,1.6050240342799828e-15
null,despite,2.0793895564008483e-15
null,then,2.553377293901961e-18
null,house,3.117897685598402e-6
null,,1.1073024247506168e-17
null,gladly,6.46449011626761e-13
nous,accordance,0.09421974177536355
nous,is,0.09421972957672481
nous,we,0.09421974177536355
nous,principles,0.09421974177536355
nous,this,0.02895167070660847
nous,that,0.02884843646906828
nous,have,0.09421974177536355
nous,in,0.09421974177536355
nous,the,2.4872693268435917e-6
nous,upheld,0.09421974177536355
nous,with,0.09421974177536355
nous,all,0.09421974177536355
nous,always,0.09421974177536355
et,accordance,0.09421974177536355
et,is,0.09421972957672481
et,we,0.09421974177536355
et,principles,0.09421974177536355
et,this,0.02895167070660847
et,that,0.02884843646906828
et,have,0.09421974177536355
et,in,0.09421974177536355
et,the,2.4872693268435917e-6
et,upheld,0.09421974177536355
et,with,0.09421974177536355
et,all,0.09421974177536355
et,always,0.09421974177536355
toujours,accordance,0.09421974177536355
toujours,is,0.09421972957672481
toujours,we,0.09421974177536355
toujours,principles,0.09421974177536355
toujours,this,0.02895167070660847
toujours,that,0.02884843646906828
toujours,have,0.09421974177536355
toujours,in,0.09421974177536355
toujours,the,2.4872693268435917e-6
toujours,upheld,0.09421974177536355
toujours,with,0.09421974177536355
toujours,all,0.09421974177536355
toujours,always,0.09421974177536355
nikitin,of,0.13965524300565296
nikitin,the,0.0077822413718217
nikitin,is,0.1989187134553381
nikitin,case,0.19891874000077805
nikitin,it,0.05688758216485298
nikitin,alexander,0.19891874000077805
nikitin,nikitin,0.19891874000077805
relative,done,0.11276676463707054
relative,relative,0.11276676463707054
relative,that,0.03259889365142752
relative,this,0.0324434445482707
relative,it,0.03262993768650571
relative,stability,0.11276676463707054
relative,the,4.2676498622576194e-7
relative,says,0.11276676463707054
relative,principle,0.11276676463707054
relative,be,0.11276676463707054
relative,should,0.11276676463707054
relative,of,0.00019318025224559438
relative,despite,0.11276676463707054
fait,done,0.11276676463707054
fait,relative,0.11276676463707054
fait,that,0.03259889365142752
fait,this,0.0324434445482707
fait,it,0.03262993768650571
fait,stability,0.11276676463707054
fait,the,4.2676498622576194e-7
fait,says,0.11276676463707054
fait,principle,0.11276676463707054
fait,be,0.11276676463707054
fait,should,0.11276676463707054
fait,of,0.00019318025224559438
fait,despite,0.11276676463707054
principes,accordance,0.09421974177536355
principes,is,0.09421972957672481
principes,we,0.09421974177536355
principes,principles,0.09421974177536355
principes,this,0.02895167070660847
principes,that,0.02884843646906828
principes,have,0.09421974177536355
principes,in,0.09421974177536355
principes,the,2.4872693268435917e-6
principes,upheld,0.09421974177536355
principes,with,0.09421974177536355
principes,all,0.09421974177536355
principes,always,0.09421974177536355
minute,a,9.214443537624114e-10
minute,and,0.0003455976153336182
minute,for,1.0603896946220881e-9
minute,please,1.0603896946220881e-9
minute,this,1.0590365805830765e-9
minute,silence,0.4993088032547314
minute,rise,1.0603896946220881e-9
minute,minutes,0.4993088025096214
minute,the,2.4583938098912968e-11
minute,observed,0.0003455976153336182
minute,rose,0.0003455976153336182
minute,house,0.00034559514302280966
minute,then,1.0603896946220881e-9
présidente,point,0.21732465060911285
présidente,madam,0.38683366599734376
présidente,of,0.027278723346338237
présidente,president,0.13404436495809868
présidente,on,0.13781436334123756
présidente,order,0.19138144117678535
présidente,a,0.0020270223189525795
suggéré,agrees,0.11033853277960814
suggéré,evans,0.11033853277960814
suggéré,i,0.005867775996041717
suggéré,has,0.11033853277960814
suggéré,the,0.005178964271691107
suggéré,if,0.11033853277960814
suggéré,mr,0.07219470889126509
suggéré,do,0.07219470889126509
suggéré,shall,0.07219470889126509
suggéré,as,0.11033853277960814
suggéré,house,0.11033793638082312
suggéré,suggested,0.11033853277960814
malgré,done,0.11276676463707054
malgré,relative,0.11276676463707054
malgré,that,0.03259889365142752
malgré,this,0.0324434445482707
malgré,it,0.03262993768650571
malgré,stability,0.11276676463707054
malgré,the,4.2676498622576194e-7
malgré,says,0.11276676463707054
malgré,principle,0.11276676463707054
malgré,be,0.11276676463707054
malgré,should,0.11276676463707054
malgré,of,0.00019318025224559438
malgré,despite,0.11276676463707054
est,agrees,0.11033853277960814
est,evans,0.11033853277960814
est,i,0.005867775996041717
est,has,0.11033853277960814
est,the,0.005178964271691107
est,if,0.11033853277960814
est,mr,0.07219470889126509
est,do,0.07219470889126509
est,shall,0.07219470889126509
est,as,0.11033853277960814
est,house,0.11033793638082312
est,suggested,0.11033853277960814
ceci,accordance,0.09421974177536355
ceci,is,0.09421972957672481
ceci,we,0.09421974177536355
ceci,principles,0.09421974177536355
ceci,this,0.02895167070660847
ceci,that,0.02884843646906828
ceci,have,0.09421974177536355
ceci,in,0.09421974177536355
ceci,the,2.4872693268435917e-6
ceci,upheld,0.09421974177536355
ceci,with,0.09421974177536355
ceci,all,0.09421974177536355
ceci,always,0.09421974177536355
monsieur,gladly,0.1507247852217378
monsieur,do,0.08204363357826273
monsieur,mr,0.08204363357826273
monsieur,you,0.1507247852217378
monsieur,so,0.1507247852217378
monsieur,shall,0.08204363357826273
monsieur,segni,0.1507247852217378
monsieur,thank,0.1507247852217378
monsieur,i,0.00024517315652275093
le,accordance,6.2502356625400006e-9
le,so,6.444776945738958e-6
le,done,2.073048551900326e-8
le,is,6.250234853321406e-9
le,we,6.2502356625400006e-9
le,principles,6.2502356625400006e-9
le,a,2.212036159973657e-11
le,and,8.296479530176218e-6
le,relative,2.073048551900326e-8
le,that,0.22893187695922806
le,silence,3.7052260905955297e-9
le,this,0.22868933626522386
le,minutes,3.7052260812982554e-9
le,it,5.998526719048181e-9
le,stability,2.073048551900326e-8
le,have,6.2502356625400006e-9
le,in,6.2502356625400006e-9
