french,fertility,prob
consultation,0,0.3333171594079098
consultation,2,0.04610614056264731
consultation,3,0.000821731912791028
consultation,1,0.6197549681166518
ont,0,0.3538892390058024
ont,2,0.05277868149631605
ont,3,0.0011987132188207633
ont,1,0.5921333662790608
prochaine,0,0.7513673078494455
prochaine,2,0.02274511792362949
prochaine,3,0.000660853811961633
prochaine,1,0.22522672041496353
contre,0,0.9195465684569617
contre,2,0.011516133195831814
contre,3,0.00040019870137959735
contre,1,0.06853709964582688
observe,0,0.3736897192162592
observe,2,0.06777034869144517
observe,3,0.002229210550373179
observe,1,0.5563107215419225
conséquences,0,0.26962389356367344
conséquences,4,0.010805563549743338
conséquences,2,0.2208805322332774
conséquences,3,0.08037626773561297
conséquences,5,0.0003681124212898594
conséquences,1,0.417945630496403
quatre,0,0.3066470919150027
quatre,2,0.053896880896053524
quatre,3,0.0012555362440936958
quatre,1,0.63820049094485
enfin,0,0.6300465631095876
enfin,2,0.03765420288513831
enfin,3,0.0010927196724540731
enfin,1,0.33120651433282
midi,0,0.8932875060767878
midi,2,0.0035702178782749043
midi,1,0.10314227604493735
null,0,0.9520936299832818
null,2,0.0014779976513310123
null,3,6.379456467696165e-6
null,1,0.04642199290891943
applaudissements,0,0.08306467630822083
applaudissements,4,0.019930829483510618
applaudissements,2,0.3754685002416729
applaudissements,3,0.1577783092145573
applaudissements,5,0.0004116362702811016
applaudissements,1,0.3633460484817573
et,0,0.43065176737979555
et,4,0.00032575101435784027
et,2,0.279725575652196
et,3,0.0192618815038587
et,1,0.27003502444979194
lui,0,0.19197897665589247
lui,2,0.06269618085153571
lui,3,0.0017844196990455625
lui,1,0.7435404227935264
dotera,0,0.4682831088807802
dotera,4,0.00038359177675591287
dotera,2,0.184382490958155
dotera,3,0.0173346437586989
dotera,1,0.32961616462561
sixième,0,0.11766571021882677
sixième,4,0.13565720604779702
sixième,7,0.0004752272865378559
sixième,2,0.1652448982081463
sixième,3,0.18958781946502976
sixième,5,0.1393759660592231
sixième,6,0.11913720115568162
sixième,1,0.13285597155875764
économique,0,0.926868801942775
économique,2,0.0015879806436056361
économique,1,0.07154321741361934
vote,0,0.23636026911923713
vote,4,0.0010139290362573597
vote,2,0.3598324583044677
vote,3,0.03531646882770204
vote,1,0.3674768747123358
propositions,0,0.9281347612793094
propositions,2,0.0015978339113455105
propositions,1,0.07026740480934521
y,0,0.24689104454443803
y,2,0.07532732904964434
y,3,0.0028601172066582505
y,1,0.6749215091992594
financements,0,0.9392238388037633
financements,2,0.0011008944416978992
financements,1,0.059675266754538915
efforts,0,0.5411014726004962
efforts,4,0.0005971758858544602
efforts,2,0.24429893529371102
efforts,3,0.024712538798172406
efforts,1,0.18928987742176598
beaucoup,0,0.551051526749415
beaucoup,4,0.00036663609821285256
beaucoup,2,0.09501793548770192
beaucoup,3,0.010744523380088846
beaucoup,1,0.3428193782845813
esprit,0,0.7373769188338506
esprit,4,4.931683199347672e-5
esprit,2,0.026881509006015217
esprit,3,0.0018509684539984828
esprit,1,0.23384128687414235
daller,0,0.6028321904702708
daller,4,4.8781079000968994e-5
daller,2,0.04305202411634399
daller,3,0.0024055217540028
daller,1,0.35166148258038127
des,0,0.7416480630876501
des,4,0.0007568286725200247
des,2,0.06937571598017855
des,3,0.010670551646974905
des,5,1.863884786595041e-5
des,1,0.17753020176481035
il,0,0.3280172055537045
il,4,0.00014804354819468674
il,2,0.07157360015507636
il,3,0.005792367719811765
il,1,0.5944687830232127
minimales,0,0.8215786545002611
minimales,2,0.015906407024377553
minimales,3,0.0004160387922454607
minimales,1,0.1620988996831158
