fre,eng,prob
accord,we,0.006636965030893128
accord,not,0.01036681378056479
accord,view,0.00438224273464564
accord,would,0.006636965030893133
accord,parliament,0.030387512331706206
accord,actually,0.010366813780564775
accord,that,0.006636965030893129
accord,this,0.006636965030893167
accord,entirely,0.27850192193166984
accord,it,0.006636965030893137
accord,in,0.006636965030893135
accord,i,0.010366813780564779
accord,assent,9.016160412420863e-39
accord,agreement,0.001953496904204476
accord,about,0.006636965030893153
accord,haarders,0.23546539997478175
accord,share,0.010366813780564775
accord,gave,0.030387512331706206
accord,mr,0.010366813780564775
accord,do,0.010366813780564794
accord,its,0.030387512331706206
accord,appear,0.2732377985288542
accord,are,0.006636965030893127
ont,brake,0.0015309314178194172
ont,come,0.002141182158246114
ont,asked,0.0040439015173326905
ont,introduced,0.1540138748907219
ont,we,0.004948646289227544
ont,was,0.0043189709345142335
ont,referred,0.0014756751902847943
ont,resource,0.0019688416314453854
ont,that,0.007376257612421842
ont,also,0.002138898396372807
ont,apply,0.0018619091146283256
ont,say,0.00393724106466496
ont,right,0.003586359480386609
ont,concrete,0.00297934523205893
ont,of,0.010091198533539483
ont,measures,0.00595869046411784
ont,codes,0.0014878065539523696
ont,to,0.02620602228976617
ont,availability,0.0038901770633037384
ont,discussed,0.00297934523205889
ont,downfall,0.0013183237992019645
ont,member,0.002413484103869054
ont,there,0.006996905165316433
ont,is,0.00743128857848384
ont,destroyed,0.014645592911524336
ont,and,0.0074835527451821765
ont,training,0.006359204664790828
ont,by,0.0033585699352588396
ont,properly,0.0012493700643670415
ont,natural,0.0075599422964812675
ont,in,0.013981438444775987
ont,have,0.3303655232763277
ont,well,0.001687864810382315
ont,amendments,0.0008108212332399812
ont,point,0.0016792849676294265
ont,note,0.0021411821582461112
ont,community,0.005793726662222043
ont,earned,0.004785647681722967
ont,habitats,0.00711952859228866
ont,has,0.006359204664790828
ont,fundamental,0.00706062555958888
ont,light,0.0021398055067649415
ont,were,0.01988204501718123
ont,raised,0.0016774632943105186
ont,join,0.0038174875085144936
ont,its,0.004780631970498366
ont,commissions,0.001360192525936014
ont,two,0.0029948585308048393
ont,malta,0.005366077837403357
ont,they,0.017422037136724543
ont,report,0.0021404420863331474
ont,certain,0.0014707528869170624
ont,since,0.005305542460150794
ont,thors,0.0006335246806070164
ont,led,0.0026008556086316624
ont,but,0.0048345869983595175
ont,states,0.004834586998359518
ont,very,0.0016792849676294265
ont,various,0.0026497012110100085
ont,for,0.003990519908992622
ont,cooperate,0.0028354056381001726
ont,saved,0.0017489216579028484
ont,been,0.02518212572539367
ont,elles,0.0016792849676294272
ont,i,0.0048105655206082615
ont,questions,0.006974119878125384
ont,fellow-citizens,0.004761527300351384
ont,about,0.006359204664790828
ont,mr,0.0016792849676294272
ont,practice,0.002639685966884828
ont,helped,0.002152300532879415
ont,four,0.0028097478928547043
ont,are,0.01105114546858151
ont,which,0.006778429250708693
ont,true,0.001031273887820516
ont,mrs,0.00167928496762943
ont,presented,0.002202019052064649
ont,deficiencies,0.0017803375417545998
ont,number,0.005305542460150776
ont,arguments,0.004709543677922078
ont,done,1.9964400916759137e-210
ont,what,0.012185411698392195
ont,therefore,0.002809747892854705
ont,a,0.017522601786315612
ont,confidence,0.003072513187738661
ont,favour,0.004744313478689443
ont,already,0.003990519908992624
ont,solidarity,0.002097530496164972
ont,this,0.0047942851131113
ont,it,0.010070974545368679
ont,structural,0.0017454666036007202
ont,particular,0.004065767028784047
ont,their,0.0031287581472974413
ont,the,0.026444801394940057
ont,proposed,0.0028033523562511413
ont,miracle,0.0035411847623348734
ont,failed,0.004420284254749806
ont,accept,0.002809747892854704
ont,implications,0.002028391976709007
ont,cyprus,0.004185336469407622
ont,having,0.0039433071763788465
ont,funds,0.0021545991462265063
ont,process,0.0021545991462264998
action,self-evident,0.000816847494450341
action,action,0.02067316254596373
action,is,0.020673162545963727
action,that,0.02067316254596373
action,it,0.020673162545963727
action,blindingly,0.8131250335226505
action,necessary,0.020673162545963724
action,me,0.020673162545963727
action,some,0.020672818615431476
action,seems,0.020673162545963727
action,to,0.020673162545963727
enfin,essential,0.0015787209186097157
enfin,issue,0.06093415926248618
enfin,commission,0.004209711595600318
enfin,we,0.0014198306054319693
enfin,course,0.0030126871397551727
enfin,would,0.001033178607742249
enfin,once,0.002984454186173582
enfin,step,0.0004541858474774366
enfin,that,0.0029981106082538783
enfin,peace,0.0030126871397551705
enfin,fact,0.0010382832712951518
enfin,of,0.015529730545128743
enfin,to,0.002453009213174243
enfin,there,0.058801571956679094
enfin,is,0.18150468682686252
enfin,overdue,0.00132212540109133
enfin,and,0.004212212065321865
enfin,address,0.002455250211603051
enfin,training,0.0027017305071989485
enfin,by,0.001033178607742249
enfin,long,0.0013482961433021882
enfin,lack,0.004434318855910987
enfin,taken,0.0015622935440771175
enfin,in,0.0027017305071989507
enfin,way,0.003012687139755175
enfin,improvements,0.0014003850362171643
enfin,has,0.0014198306054319697
enfin,welcome,0.0014198306054319693
enfin,must,0.0026960969770215477
enfin,question,0.001033178607742249
enfin,transparency,0.00981046934968207
enfin,able,0.0009338112036167234
enfin,for,0.002801626174176947
enfin,crews,0.002701730507198949
enfin,been,0.0014198306054319704
enfin,i,0.001033178607742249
enfin,off,0.001033178607742249
enfin,start,0.0012871166051024467
enfin,be,0.059911920583940625
enfin,should,0.0014498815225447693
enfin,which,0.0030126871397551705
enfin,asking,0.001030633832846332
enfin,therefore,0.0031808174828090283
enfin,a,0.004050709295990102
enfin,european,0.001033178607742249
enfin,this,0.001578739220816086
enfin,it,0.004596269909063794
enfin,under,0.0013271322643690893
enfin,work,0.0014198306054319647
enfin,finish,2.536495717045457e-59
enfin,the,0.30638375939682666
enfin,finally,0.2071970824919825
enfin,all,0.0030284897943975465
enfin,europol,0.0010002807362815746
enfin,council,0.001033178607742249
enfin,like,0.001033178607742249
enfin,process,0.0030175306882476594
quatre,points,0.06938754419359987
quatre,want,0.014673351639506836
quatre,action,0.001579913844752995
quatre,we,0.012983822868995316
quatre,required,0.001204126908297064
quatre,emphasise,7.869327276586762e-92
quatre,achieve,0.00037578693652479356
quatre,financed,0.002167333832134284
quatre,fr,0.002041342612383154
quatre,union,0.0023177751941926205
quatre,down,0.0032296824572233787
quatre,to,0.016253265484259812
quatre,months,0.005847383668697865
quatre,is,0.0038976890389456477
quatre,have,0.010319232793861117
quatre,five,0.004009238885476142
quatre,in,0.003159827689506007
quatre,amendments,0.0011201342232402952
quatre,after,0.006412328818749958
quatre,been,0.003903132479410016
quatre,i,0.014673351639506836
quatre,years,0.0040770271654873074
quatre,areas,0.0015771907510100619
quatre,four,0.4110921755034582
quatre,order,0.0015799138447529948
quatre,are,0.08214508242226982
quatre,which,0.002786785180180598
quatre,now,0.009076918893884175
quatre,own,0.002312478209392538
quatre,so,0.006412328818749965
quatre,done,0.09068113391429458
quatre,therefore,0.003906903975111166
quatre,apparently,0.002174820448347454
quatre,european,0.00231777519419262
quatre,this,0.001579913844752995
quatre,through,0.0019294992331648747
quatre,line,0.009059592499840566
quatre,the,0.1702539673028032
quatre,proposed,0.003903117051100266
quatre,resources,0.0009564501005707217
quatre,accept,0.003906903975111165
quatre,only,0.006395981268183465
quatre,,0.0023177751941926175
null,advocate,2.111987229283589e-5
null,competitiveness,1.7934097341926266e-5
null,accord,2.559591926392249e-5
null,miscalculation,4.053092976874229e-5
null,action,0.0002502126961668364
null,watering-down,1.223359029304693e-5
null,spent,2.537897790770837e-5
null,regular,1.9144224213073213e-5
null,schedule,1.7918854735879588e-5
null,everywhere,1.2482247050289285e-5
null,deadlines,3.0222789570454286e-5
null,step,8.710582396815076e-5
null,raise,9.004791329399126e-5
null,dimitrakopoulos,6.410092717728083e-10
null,during,5.5988635930232816e-5
null,whose,6.837388522781206e-5
null,wondering,3.915155911035028e-5
null,peijs,2.4715907434988323e-5
null,outdated,4.346080109316192e-5
null,gives,2.4276757554689138e-5
null,peace,0.00012335376453617637
null,sometimes,1.7582242643186876e-5
null,giving,8.60880891604358e-5
null,feel,3.296512879369269e-5
null,reform,0.00022258331947485902
null,plan,2.2961915470677546e-5
null,matched,9.367396324720284e-6
null,those,0.00014245323246386574
null,a-,0.0017089913425967695
null,sustained,1.340728763659664e-7
null,months,2.611966951832968e-5
null,poettering,0.00013982496223448012
null,support,0.0002884453980978125
null,rather,0.00011747333708671307
null,culture,4.335905542248212e-5
null,thrash,9.193015904229232e-19
null,confidential,3.679115029871536e-5
null,parliamentary,1.2320034201264858e-5
null,and,0.0033124063530146626
null,aspect,0.0001757910820834343
null,actually,0.00015736532287303288
null,worthy,3.205520221558411e-5
null,these,0.0008325831865497349
null,von,3.3803512556532666e-5
null,least,4.219014486611132e-5
null,gdp,5.004397892170414e-5
null,us,0.0006059380307795742
null,regulated,3.3701355604769936e-5
null,pomes,2.1689548038085784e-5
null,seeking,1.14365524233239e-5
null,central,0.00015466774626743908
null,either,7.39236487270193e-5
null,arafat,1.758916416682369e-5
null,border,6.63745621913297e-5
null,honest,0.0001695974614098263
null,response,9.859472518731437e-5
null,fraga,6.711125692583735e-5
null,possible,0.00017731408540481116
null,nuisance,5.9999518905590506e-5
null,legal,0.00017021376256743032
null,solutions,0.00014272074728278347
null,checks,0.00012479102432787787
null,often,1.76269391084282e-5
null,thought,5.8560506793297434e-5
null,companies,0.00011298632110493816
null,avilés-perea,6.982680022458984e-6
null,potential,3.5780318177217436e-5
null,but,0.0007576748650605954
null,nothing,0.00019389867183150275
null,or,9.231476076136213e-5
null,regarding,1.1780407341440133e-64
null,whistle-blowers,9.065345653749889e-5
null,taxpayers,4.2035778975769346e-5
null,tankers,1.4699362391720467e-5
null,case,0.00040965486622560743
null,defend,1.927243197153982e-5
null,if,0.00048601231630366373
null,single,0.00011292213869673095
null,where,0.0001588799932528569
null,reforming,1.006755867231967e-5
null,large,5.123138272963424e-5
null,important,0.0007808662523706121
null,so,0.001173481805661129
null,entirety,2.959152454407853e-5
null,at,0.0012729154516339376
null,unsatisfactory,2.316409673928651e-5
null,regrettable,5.9144794354632285e-5
null,a,0.010812395138870229
null,sympathise,1.6814930043497194e-29
null,tobin,4.750238930367345e-5
null,available,4.085521778283851e-5
null,tomorrow,0.00016588807678015455
null,commandment,4.868427786947249e-5
null,period,0.00015335665164513567
null,because,3.1057593664368354e-5
null,advice,6.0854110760386584e-5
null,stories,2.7779861599711644e-5
null,difficulties,6.174173810613039e-5
null,threes,1.9091762413928483e-5
null,under,9.38274338969971e-5
null,particular,0.00011737237350898752
null,politically,8.013200399110173e-6
null,survive,1.586895827781389e-5
null,upheld,1.7672808779477194e-5
null,afford,8.580129237361856e-6
null,determined,6.264414673171092e-5
null,lawyer,1.368790288282329e-5
null,only,0.0006718846308765215
null,does,0.00023793021444911693
null,party,8.278360106955692e-5
null,background,1.7317111710537603e-5
null,phased,2.3214476532937942e-5
null,sitting,0.00018660429801405413
null,gaza,2.0081762495683675e-5
null,makes,6.772857381541914e-5
null,secondary,1.789466152034174e-5
null,element,5.496184739028461e-5
null,authorised,2.205477328387127e-5
null,accession,6.962571427155837e-5
null,cartels,3.321450421744736e-5
null,désir,1.0752107041592888e-5
null,achieved,6.225299253938626e-5
null,list,4.8581554401317465e-5
null,answers,0.0004389924628164986
null,express,4.646194002961878e-5
null,against,0.00037695851991832296
null,assured,2.8292752300716032e-5
null,mergers,1.9820626467441457e-5
null,fr,1.6270305008804605e-5
null,favours,4.9300744389299054e-5
null,procedure,0.00012272908089274148
null,concrete,2.2971046166903753e-5
null,hierarchy,3.99659952043604e-5
null,none,1.4640399032740571e-5
null,-,0.00014959640623696976
null,could,0.00028015269474043384
null,strengthen,1.8200293863908093e-5
null,unclear,2.8921504470692697e-5
null,art,1.5772116915149033e-16
null,amended,0.0002704918485501446
null,stronger,5.715108597234006e-5
null,feels,1.88705634813988e-5
null,services,3.174432856642247e-5
null,legislation,0.00025840249466507065
null,veux,3.6993167590298826e-5
null,arrived,3.3519726125609655e-5
null,different,5.815918381310426e-5
null,wish,0.00011094907725292255
null,exhortation,1.5130966393993633e-5
null,accepts,4.341741160474111e-5
null,ideas,1.595656944136712e-5
null,motion,0.00013060355625846995
null,paragraph,1.3002177646402849e-5
null,varies,2.3049581871028166e-5
null,europes,5.195577041011618e-5
null,fundamental,0.00011961141402526084
null,surrendering,8.730814780545352e-5
null,consumers,2.216374625570548e-5
null,task,1.7859844505642594e-5
null,two,0.00026858417235356245
