french,fertility,prob
parlement,4,0.8420995675069018
parlement,3,0.14168162308095342
parlement,5,0.01621880941214476
une,0,0.165281066297737
une,2,0.11493851178101679
une,3,0.0039981216659792235
une,1,0.715782300255267
sagit,4,0.0704308001519806
sagit,3,0.0005963924581046143
sagit,5,0.9270521348572127
sagit,6,0.001920672532702011
observe,0,0.836017903226312
observe,2,0.006571297546842804
observe,1,0.15741079922684512
cette,0,0.8589791666694464
cette,2,0.005425397010086488
cette,1,0.13559543632046714
du,0,0.8301239039410029
du,2,0.004498272654387262
du,1,0.16537782340460988
cela,0,0.9058388389248377
cela,2,0.0017460554409787536
cela,1,0.0924151056341834
invite,0,0.1663698440913089
invite,2,0.10363893227920432
invite,3,0.003752886211386404
invite,1,0.7262383374181003
null,0,0.7571955008847939
null,2,0.019755316327393215
null,3,0.0004035893609073075
null,1,0.2226455934269056
nous,0,0.9059438506208896
nous,2,0.0017427124799428658
nous,1,0.09231343689916756
et,0,0.11270824659996694
et,2,0.07713119363964391
et,3,0.0012592455384681652
et,1,0.808901314221921
toujours,0,0.9059438506212762
toujours,2,0.0017427124799126404
toujours,1,0.092313436898811
nikitin,0,0.7935220092904655
nikitin,2,0.005767576937703402
nikitin,1,0.2007104137718312
relative,0,0.8751152677864115
relative,2,0.002518049584628244
relative,1,0.12236668262896021
fait,0,0.9058388389253578
fait,2,0.0017460554409383152
fait,1,0.09241510563370385
principes,0,0.905943850620507
principes,2,0.00174271247997265
principes,1,0.09231343689952028
minute,0,0.02169541113541939
minute,4,0.0015288767715563739
minute,2,0.5915340668618755
minute,3,0.05771603941443681
minute,1,0.32752560581671203
présidente,0,0.838449361918142
présidente,2,0.006400579854786702
présidente,1,0.15515005822707126
suggéré,0,0.8704563294375542
suggéré,2,0.002604539997203995
suggéré,1,0.12693913056524178
malgré,0,0.9058388389255339
malgré,2,0.001746055440924663
malgré,1,0.09241510563354154
est,0,0.9006535815205121
est,2,0.0018590714404186884
est,1,0.09748734703906921
ceci,0,0.03707541300597723
ceci,4,0.0002801573790940738
ceci,2,0.3343224596315865
ceci,3,0.02303081047793818
